mqc_id	SNPClass	Sample	TgtRegionSize	TN	FN	TP	FP	Fscore	Sensitivity-Recall	Specificity	FDR	PPV	Precision	AltId	CmpFootprint	AllVarMeanDP	CovBin	Aligner	SNVCaller
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods10xUds10x_HG006_sup-PAY77227_0	331588110.0	331587170.0	37.0	903.0	0.0	0.9799240368963646	0.9606382978723405	1.0	0.0	1.0	1.0	HG006	giabHC_x_ultima_x_clinvar	-1	-2	ont	sentdhuo
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_gt50	Indel_gt50	Ods10xUds10x_HG006_sup-PAY77227_0	331588110.0	331588089.0	2.0	19.0	0.0	0.9500000000000001	0.9047619047619048	1.0	0.0	1.0	1.0	HG006	giabHC_x_ultima_x_clinvar	-1	-2	ont	sentdhuo
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-All	All	Ods10xUds10x_HG006_sup-PAY77227_0	331588110.0	331189008.0	10159.0	388943.0	509.0	0.986471440129655	0.9745453543204494	0.9999984631156064	0.001306964658032312	0.9986930353419677	0.9986930353419677	HG006	giabHC_x_ultima_x_clinvar	-1	-2	ont	sentdhuo
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-SNPts	SNPts	Ods10xUds10x_HG006_sup-PAY77227_0	2799325643.0	2797104440.0	35523.0	2185680.0	126917.0	0.9641713353037187	0.9840073149550042	0.9999546276357576	0.05488072500310257	0.9451192749968974	0.9451192749968974	HG006	ultima	-1	-2	ont	sentdhuo
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-SNPtv	SNPtv	Ods10xUds10x_HG006_sup-PAY77227_0	2799325643.0	2798284005.0	20046.0	1021592.0	78372.0	0.9540446824386604	0.9807553103861418	0.9999719936200386	0.07124960453251197	0.928750395467488	0.928750395467488	HG006	ultima	-1	-2	ont	sentdhuo
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_50	INS_50	Ods10xUds10x_HG006_sup-PAY77227_0	2799325643.0	2799170020.0	16759.0	138864.0	27573.0	0.8623486306899335	0.892310262621849	0.9999901496771543	0.1656662881450639	0.8343337118549361	0.8343337118549361	HG006	ultima	-1	-2	ont	sentdhuo
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods10xUds10x_HG006_sup-PAY77227_0	2799325643.0	2799325623.0	10.0	10.0	550.0	0.03448275862068965	0.5	0.9999998035241462	0.9821428571428571	0.017857142857142905	0.017857142857142856	HG006	ultima	-1	-2	ont	sentdhuo
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-DEL_50	DEL_50	Ods10xUds10x_HG006_sup-PAY77227_0	2799325643.0	2799163646.0	19093.0	142904.0	38243.0	0.8329097988016694	0.8821397927122108	0.9999863378914717	0.211115834101586	0.788884165898414	0.788884165898414	HG006	ultima	-1	-2	ont	sentdhuo
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-DEL_gt50	DEL_gt50	Ods10xUds10x_HG006_sup-PAY77227_0	2799325643.0	2799325618.0	22.0	3.0	1294.0	0.0045385779122541605	0.12	0.9999995377460222	0.9976869699306091	0.0023130300693908756	0.002313030069390902	HG006	ultima	-1	-2	ont	sentdhuo
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-Indel_50	Indel_50	Ods10xUds10x_HG006_sup-PAY77227_0	2799325643.0	2799312369.0	484.0	12790.0	4009.0	0.8505968809230872	0.9635377429561549	0.9999985678646288	0.2386451574498482	0.7613548425501517	0.7613548425501518	HG006	ultima	-1	-2	ont	sentdhuo
