Sample	SNPClass	Sample	TgtRegionSize	TN	FN	TP	FP	Fscore	Sensitivity-Recall	Specificity	FDR	PPV	Precision	AltId	CmpFootprint	AllVarMeanDP	CovBin	Aligner	SNVCaller
I3x_HG006_grapev2_0-sent-sentd-SNPtv	SNPtv	I3x_HG006_grapev2_0	3088286401.0	3087202918.0	382014.0	701469.0	165323.0	0.7193539372652574	0.6474204025351574	0.9999464518039006	0.19072972523973455	0.8092702747602655	0.8092702747602655	HG006	hg38	-1.0	-2.0	sent	sentd
I5x_HG006_grapev2_0-sent-sentd-All	All	I5x_HG006_grapev2_0	3088286401.0	3084448206.0	575097.0	3263098.0	885204.0	0.8171537533915058	0.8501647258672371	0.9997130929198346	0.21338947839381028	0.7866105216061897	0.7866105216061897	HG006	hg38	-1.0	-2.0	sent	sentd
I5x_HG006_grapev2_0-sent-sentd-DEL_50	DEL_50	I5x_HG006_grapev2_0	3088286401.0	3088060796.0	35486.0	190119.0	178308.0	0.6400968298004148	0.8427073868043705	0.9999422622426583	0.483971044467425	0.516028955532575	0.516028955532575	HG006	hg38	-1.0	-2.0	sent	sentd
I5x_HG006_grapev2_0-sent-sentd-DEL_gt50	DEL_gt50	I5x_HG006_grapev2_0	3088286401.0	3088286362.0	37.0	2.0	1244.0	0.0031128404669260703	0.05128205128205128	0.9999995971877756	0.9983948635634029	0.0016051364365970988	0.0016051364365971107	HG006	hg38	-1.0	-2.0	sent	sentd
I5x_HG006_grapev2_0-sent-sentd-INS_50	INS_50	I5x_HG006_grapev2_0	3088286401.0	3088061396.0	33221.0	191784.0	164573.0	0.6597748046827967	0.8523543921246195	0.9999467095343242	0.46182059002629383	0.5381794099737062	0.5381794099737062	HG006	hg38	-1.0	-2.0	sent	sentd
I5x_HG006_grapev2_0-sent-sentd-INS_gt50	INS_gt50	I5x_HG006_grapev2_0	3088286401.0	3088286358.0	35.0	8.0	796.0	0.018890200708382526	0.18604651162790697	0.9999997422519473	0.9900497512437811	0.00995024875621886	0.009950248756218905	HG006	hg38	-1.0	-2.0	sent	sentd
I5x_HG006_grapev2_0-sent-sentd-Indel_50	Indel_50	I5x_HG006_grapev2_0	3088286401.0	3088267396.0	2651.0	16354.0	23572.0	0.5550219748519454	0.8605103920021047	0.999992367299505	0.5903922256173921	0.40960777438260787	0.4096077743826078	HG006	hg38	-1.0	-2.0	sent	sentd
I5x_HG006_grapev2_0-sent-sentd-Indel_gt50	Indel_gt50	I5x_HG006_grapev2_0	3088286401.0	3088285621.0	240.0	540.0	725.0	0.5281173594132029	0.6923076923076923	0.9999997652419761	0.5731225296442688	0.4268774703557312	0.4268774703557312	HG006	hg38	-1.0	-2.0	sent	sentd
I5x_HG006_grapev2_0-sent-sentd-SNPts	SNPts	I5x_HG006_grapev2_0	3088286401.0	3086002031.0	339047.0	1945323.0	303667.0	0.858225686907724	0.8515796477803508	0.9999016082560465	0.13502372175954538	0.8649762782404546	0.8649762782404546	HG006	hg38	-1.0	-2.0	sent	sentd
I5x_HG006_grapev2_0-sent-sentd-SNPtv	SNPtv	I5x_HG006_grapev2_0	3088286401.0	3087203053.0	164380.0	918968.0	212319.0	0.8299047021292447	0.8482666696204728	0.9999312308275959	0.18767916541072246	0.8123208345892775	0.8123208345892775	HG006	hg38	-1.0	-2.0	sent	sentd
I7x_HG006_grapev2_0-sent-sentd-All	All	I7x_HG006_grapev2_0	331588110.0	331189000.0	20880.0	378230.0	2802.0	0.9696439878893842	0.9476835960011024	0.9999915396456582	0.007353713073967541	0.9926462869260324	0.9926462869260324	HG006	giabHC_x_ultima_x_clinvar	-1.0	-2.0	sent	sentd
I7x_HG006_grapev2_0-sent-sentd-DEL_50	DEL_50	I7x_HG006_grapev2_0	331588110.0	331570367.0	1127.0	16616.0	113.0	0.9640287769784173	0.9364819928986079	0.9999996591976463	0.0067547372825632135	0.9932452627174367	0.9932452627174367	HG006	giabHC_x_ultima_x_clinvar	-1.0	-2.0	sent	sentd
I7x_HG006_grapev2_0-sent-sentd-DEL_gt50	DEL_gt50	I7x_HG006_grapev2_0	331588110.0	331588110.0	0.0	0.0	6.0			0.9999999819052623	1.0	0.0	0.0	HG006	giabHC_x_ultima_x_clinvar	-1.0	-2.0	sent	sentd
I7x_HG006_grapev2_0-sent-sentd-INS_50	INS_50	I7x_HG006_grapev2_0	331588110.0	331571456.0	897.0	15757.0	132.0	0.9683802968380297	0.9461390656899243	0.9999996018959261	0.008307634212348165	0.9916923657876519	0.9916923657876519	HG006	giabHC_x_ultima_x_clinvar	-1.0	-2.0	sent	sentd
I7x_HG006_grapev2_0-sent-sentd-INS_gt50	INS_gt50	I7x_HG006_grapev2_0	331588110.0	331588109.0	1.0	0.0	1.0		0.0	0.9999999969842103	1.0	0.0	0.0	HG006	giabHC_x_ultima_x_clinvar	-1.0	-2.0	sent	sentd
I7x_HG006_grapev2_0-sent-sentd-Indel_50	Indel_50	I7x_HG006_grapev2_0	331588110.0	331587293.0	44.0	773.0	0.0	0.9723270440251572	0.9461444308445532	1.0	0.0	1.0	1.0	HG006	giabHC_x_ultima_x_clinvar	-1.0	-2.0	sent	sentd
I7x_HG006_grapev2_0-sent-sentd-Indel_gt50	Indel_gt50	I7x_HG006_grapev2_0	331588110.0	331588095.0	1.0	14.0	0.0	0.9655172413793104	0.9333333333333333	1.0	0.0	1.0	1.0	HG006	giabHC_x_ultima_x_clinvar	-1.0	-2.0	sent	sentd
I7x_HG006_grapev2_0-sent-sentd-SNPts	SNPts	I7x_HG006_grapev2_0	331588110.0	331336503.0	12874.0	238733.0	1651.0	0.9704771022234147	0.9488329021052674	0.9999950171751123	0.006868177582534611	0.9931318224174653	0.9931318224174653	HG006	giabHC_x_ultima_x_clinvar	-1.0	-2.0	sent	sentd
I7x_HG006_grapev2_0-sent-sentd-SNPtv	SNPtv	I7x_HG006_grapev2_0	331588110.0	331475837.0	5936.0	106337.0	899.0	0.9688623245516128	0.9471288733711578	0.9999972878941344	0.0083833787161028	0.9916166212838972	0.9916166212838972	HG006	giabHC_x_ultima_x_clinvar	-1.0	-2.0	sent	sentd
I9x_HG006_grapev2_0-sent-sentd-All	All	I9x_HG006_grapev2_0	2799325643.0	2795731065.0	97731.0	3496847.0	368345.0	0.9375213981128105	0.972811551175131	0.999868264698071	0.09529798260991951	0.9047020173900805	0.9047020173900805	HG006	ultima	-1.0	-2.0	sent	sentd
I9x_HG006_grapev2_0-sent-sentd-DEL_50	DEL_50	I9x_HG006_grapev2_0	2799325643.0	2799163342.0	5614.0	156687.0	48843.0	0.85195103185974	0.9654099481826975	0.9999825511619799	0.23764413954167274	0.7623558604583273	0.7623558604583273	HG006	ultima	-1.0	-2.0	sent	sentd
I9x_HG006_grapev2_0-sent-sentd-DEL_gt50	DEL_gt50	I9x_HG006_grapev2_0	2799325643.0	2799325618.0	23.0	2.0	560.0	0.006814310051107325	0.08	0.9999997999518583	0.99644128113879	0.003558718861209953	0.0035587188612099642	HG006	ultima	-1.0	-2.0	sent	sentd
I9x_HG006_grapev2_0-sent-sentd-INS_50	INS_50	I9x_HG006_grapev2_0	2799325643.0	2799169607.0	4810.0	151226.0	35768.0	0.8817071393172609	0.9691737804096491	0.9999872220879827	0.19127886456249932	0.8087211354375007	0.8087211354375007	HG006	ultima	-1.0	-2.0	sent	sentd
I9x_HG006_grapev2_0-sent-sentd-INS_gt50	INS_gt50	I9x_HG006_grapev2_0	2799325643.0	2799325623.0	14.0	6.0	277.0	0.03960396039603961	0.3	0.9999999010476058	0.9787985865724381	0.021201413427561877	0.02120141342756184	HG006	ultima	-1.0	-2.0	sent	sentd
I9x_HG006_grapev2_0-sent-sentd-Indel_50	Indel_50	I9x_HG006_grapev2_0	2799325643.0	2799312897.0	374.0	12372.0	4356.0	0.8395195765759652	0.9706574611642869	0.9999984439062791	0.26040172166427544	0.7395982783357246	0.7395982783357246	HG006	ultima	-1.0	-2.0	sent	sentd
I9x_HG006_grapev2_0-sent-sentd-Indel_gt50	Indel_gt50	I9x_HG006_grapev2_0	2799325643.0	2799325001.0	37.0	605.0	382.0	0.7427869858809085	0.942367601246106	0.9999998635385503	0.38703140830800403	0.612968591691996	0.6129685916919959	HG006	ultima	-1.0	-2.0	sent	sentd
I9x_HG006_grapev2_0-sent-sentd-SNPts	SNPts	I9x_HG006_grapev2_0	2799325643.0	2797104485.0	58309.0	2162849.0	177760.0	0.9482505353736831	0.9737483780982713	0.9999364526049105	0.0759460465203714	0.9240539534796286	0.9240539534796286	HG006	ultima	-1.0	-2.0	sent	sentd
I9x_HG006_grapev2_0-sent-sentd-SNPtv	SNPtv	I9x_HG006_grapev2_0	2799325643.0	2798283993.0	28550.0	1013100.0	100399.0	0.9401670139744398	0.9725915614649835	0.9999641225128731	0.09016532569854127	0.9098346743014587	0.9098346743014587	HG006	ultima	-1.0	-2.0	sent	sentd
