Sample	SNPClass	Sample	TgtRegionSize	TN	FN	TP	FP	Fscore	Sensitivity-Recall	Specificity	FDR	PPV	Precision	AltId	CmpFootprint	AllVarMeanDP	CovBin	Aligner	SNVCaller
UG1_ANA0-HG001_DBC0_0-sent-sentdug-All	All	UG1_ANA0-HG001_DBC0_0	2512291789.0	2508571586.0	95653.0	3624550.0	18754.0	0.9844629739606413	0.9742882310454564	0.9999925240882495	0.005147525432958655	0.9948524745670413	0.9948524745670413	HG001	wgsHC	-1.0	-2.0	sent	sentdug
UG1_ANA0-HG001_DBC0_0-sent-sentdug-DEL_50	DEL_50	UG1_ANA0-HG001_DBC0_0	2512291789.0	2512063907.0	40295.0	187587.0	2093.0	0.8984869312820611	0.8231760296995814	0.9999991668212539	0.011034373681990721	0.9889656263180093	0.9889656263180093	HG001	wgsHC	-1.0	-2.0	sent	sentdug
UG1_ANA0-HG001_DBC0_0-sent-sentdug-DEL_gt50	DEL_gt50	UG1_ANA0-HG001_DBC0_0	2512291789.0	2512291789.0	0.0	0.0	16.0			0.9999999936313131	1.0	0.0	0.0	HG001	wgsHC	-1.0	-2.0	sent	sentdug
UG1_ANA0-HG001_DBC0_0-sent-sentdug-INS_50	INS_50	UG1_ANA0-HG001_DBC0_0	2512291789.0	2512081120.0	21624.0	189045.0	6227.0	0.9313915076328826	0.8973555672642867	0.9999975211849192	0.03188885247244869	0.9681111475275513	0.9681111475275513	HG001	wgsHC	-1.0	-2.0	sent	sentdug
UG1_ANA0-HG001_DBC0_0-sent-sentdug-INS_gt50	INS_gt50	UG1_ANA0-HG001_DBC0_0	2512291789.0	2512291789.0	0.0	0.0	1.0			0.9999999996019571	1.0	0.0	0.0	HG001	wgsHC	-1.0	-2.0	sent	sentdug
UG1_ANA0-HG001_DBC0_0-sent-sentdug-Indel_50	Indel_50	UG1_ANA0-HG001_DBC0_0	2512291789.0	2512262490.0	8736.0	20563.0	725.0	0.8129756656848597	0.701832827058944	0.9999997114155891	0.03405674558436678	0.9659432544156332	0.9659432544156332	HG001	wgsHC	-1.0	-2.0	sent	sentdug
UG1_ANA0-HG001_DBC0_0-sent-sentdug-Indel_gt50	Indel_gt50	UG1_ANA0-HG001_DBC0_0	2512291789.0	2512291515.0	75.0	199.0	2.0	0.8378947368421052	0.7262773722627737	0.999999999203914	0.009950248756218905	0.9900497512437811	0.9900497512437811	HG001	wgsHC	-1.0	-2.0	sent	sentdug
UG1_ANA0-HG001_DBC0_0-sent-sentdug-SNPts	SNPts	UG1_ANA0-HG001_DBC0_0	2512291789.0	2510084745.0	15473.0	2191571.0	4603.0	0.9954406073012965	0.9929892652797135	0.9999981662007356	0.002095917718723562	0.9979040822812765	0.9979040822812765	HG001	wgsHC	-1.0	-2.0	sent	sentdug
UG1_ANA0-HG001_DBC0_0-sent-sentdug-SNPtv	SNPtv	UG1_ANA0-HG001_DBC0_0	2512291789.0	2511246754.0	9450.0	1035585.0	5087.0	0.9930301811328245	0.9909572406665805	0.9999979743170649	0.004888187632606624	0.9951118123673933	0.9951118123673933	HG001	wgsHC	-1.0	-2.0	sent	sentdug
UG1_ANA0-HG002_DBC0_0-sent-sentdug-All	All	UG1_ANA0-HG002_DBC0_0	2542242843.0	2538354347.0	128077.0	3760419.0	24165.0	0.9801589452996711	0.9670625866658986	0.9999904801431757	0.0063851139253349905	0.993614886074665	0.993614886074665	HG002	wgsHC	-1.0	-2.0	sent	sentdug
UG1_ANA0-HG002_DBC0_0-sent-sentdug-DEL_50	DEL_50	UG1_ANA0-HG002_DBC0_0	2542242843.0	2541988694.0	51691.0	202458.0	2673.0	0.8816321198397492	0.796611436598216	0.9999989484622038	0.013030697456747151	0.9869693025432529	0.9869693025432529	HG002	wgsHC	-1.0	-2.0	sent	sentdug
UG1_ANA0-HG002_DBC0_0-sent-sentdug-DEL_gt50	DEL_gt50	UG1_ANA0-HG002_DBC0_0	2542242843.0	2542242839.0	1.0	3.0	12.0	0.31578947368421056	0.75	0.9999999952797586	0.8	0.19999999999999996	0.2	HG002	wgsHC	-1.0	-2.0	sent	sentdug
UG1_ANA0-HG002_DBC0_0-sent-sentdug-INS_50	INS_50	UG1_ANA0-HG002_DBC0_0	2542242843.0	2542006980.0	30909.0	204954.0	8292.0	0.9127138400700053	0.8689535874639092	0.9999967380211711	0.03888466841113081	0.9611153315888692	0.9611153315888692	HG002	wgsHC	-1.0	-2.0	sent	sentdug
UG1_ANA0-HG002_DBC0_0-sent-sentdug-INS_gt50	INS_gt50	UG1_ANA0-HG002_DBC0_0	2542242843.0	2542242828.0	14.0	1.0	1.0	0.11764705882352941	0.06666666666666667	0.9999999996066465	0.5	0.5	0.5	HG002	wgsHC	-1.0	-2.0	sent	sentdug
