Sample	0	1	2	3	4	5	6	7	8	9	10
UG1_ANA0-HG001_DBC0_0	(0, 17598)	(1, 758396)	(3, 4313762)	(6, 9975947)	(9, 11632128)	(12, 15539377)	(15, 10833460)	(17, 11376881)	(19, 12008265)	(25, 83626935)	(35, 395981245)
UG1_ANA0-HG002_DBC0_0	(0, 19749)	(1, 853811)	(3, 4855917)	(6, 11199934)	(9, 13052598)	(12, 17375525)	(15, 12039240)	(17, 12578473)	(19, 13177884)	(25, 89484129)	(35, 388559213)
UG1_ANA0-HG003_DBC0_0	(0, 16807)	(1, 743505)	(3, 4234655)	(6, 9829246)	(9, 11465553)	(12, 15310959)	(15, 10680714)	(17, 11227331)	(19, 11850619)	(25, 82643411)	(35, 395733820)
UG1_ANA0-HG004_DBC0_0	(0, 18868)	(1, 821015)	(3, 4677478)	(6, 10802414)	(9, 12581142)	(12, 16778233)	(15, 11637905)	(17, 12193542)	(19, 12802021)	(25, 87626093)	(35, 393439531)
UG1_ANA0-HG005_DBC0_0	(0, 17886)	(1, 774085)	(3, 4404983)	(6, 10212804)	(9, 11898467)	(12, 15865784)	(15, 11044120)	(17, 11599634)	(19, 12223006)	(25, 84620129)	(35, 397299109)
UG1_ANA0-HG006_DBC0_0	(0, 20944)	(1, 875928)	(3, 4989430)	(6, 11520200)	(9, 13421788)	(12, 17890714)	(15, 12373340)	(17, 12910125)	(19, 13517565)	(25, 91598862)	(35, 392165942)
UG1_ANA0-HG007_DBC0_0	(0, 19122)	(1, 828324)	(3, 4714950)	(6, 10864965)	(9, 12650720)	(12, 16865277)	(15, 11688974)	(17, 12227540)	(19, 12828823)	(25, 87517630)	(35, 391919591)
UG1_ANA1-HG004_DBC0_0	(0, 17531)	(1, 731725)	(3, 4178664)	(6, 9663032)	(9, 11281503)	(12, 15075688)	(15, 10527683)	(17, 11089752)	(19, 11724449)	(25, 82297506)	(35, 397892943)
UG1_ANA1-HG005_DBC0_0	(0, 18360)	(1, 775930)	(3, 4405748)	(6, 10183851)	(9, 11885895)	(12, 15847155)	(15, 11037458)	(17, 11595727)	(19, 12212593)	(25, 84774162)	(35, 396225841)
