Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	357	358	359	360	361	362	363	364	365	366	367	368	369	370	371	372	373	374	375	376	377	378	379	380	381	382	383	384	385	386	387	388	389	390	391	392	393	394	395	396	397	398	399	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	423	424	425	426	427	428	429	430	431	432	433	434	435	436	437	438	439	440	441	442	443	444	445	446	447	448	449	450	451	452	453	454	455	456	457	458	459	460	461	462	463	464	465	466	467	468	469	470	471	472	473	474	475	476	477	478	479	480	481	482	483	484	485	486	487	488	489	490	491	492	493	494	495	496	497	498	499	500	501	502	503	504	505	506	507	508	509	510	511	512	513	514	515	516	517	518	519	520	521	522	523	524	525	526	527	528	529	530	531	532	533	534	535	536	537	538	539	540	541	542	543	544	545	546	547	548	549	550	551	552	553	554	555	556	557	558	559	560	561	562	563	564	565	566	567	568	569	570	571	572	573	574	575	576	577	578	579	580	581	582	583	584	585	586	587	588	589	590	591	592	593	594	595	596	597	598	599
UG1_ANA0-HG001_DBC0_0.ug.sentdug.snv.sort	(1.1, 356)	(5.3, 3318)	(9.5, 55)	(13.8, 8)	(18.1, 4)	(22.4, 27)	(27.3, 11)	(32.0, 34)	(36.4, 5)	(40.8, 2223)	(45.1, 11)	(49.4, 8)	(53.8, 2729)	(58.2, 11)	(62.5, 2)	(66.9, 15)	(71.2, 7)	(75.5, 1)	(80.0, 11)	(84.3, 54)	(88.6, 4)	(93.0, 23)	(97.3, 16)	(101.6, 7)	(106.1, 8)	(110.4, 5)	(114.8, 970)	(119.1, 3)	(123.4, 1)	(127.9, 9)	(132.2, 5)	(136.5, 3)	(140.9, 20)	(145.2, 7)	(149.6, 4)	(154.0, 26)	(158.3, 12)	(162.6, 1)	(167.0, 8)	(171.4, 2)	(175.8, 749)	(180.1, 2)	(184.4, 0)	(188.8, 1122)	(193.2, 1)	(197.5, 0)	(201.9, 20)	(206.2, 2)	(210.5, 0)	(215.0, 11)	(219.3, 2)	(223.6, 1)	(228.0, 11)	(232.3, 5)	(236.8, 684)	(241.1, 0)	(245.4, 3)	(249.8, 669)	(254.1, 2)	(258.5, 0)	(262.9, 6)	(267.2, 2)	(271.5, 0)	(275.9, 2)	(280.3, 0)	(284.6, 3)	(289.0, 2)	(293.3, 1)	(297.6, 1)	(302.0, 6)	(306.5, 1)	(310.9, 4)	(315.2, 3)	(319.5, 0)	(323.9, 8)	(328.3, 2)	(332.6, 0)	(337.0, 4)	(341.3, 0)	(345.6, 0)	(350.1, 1)	(354.4, 1)	(358.9, 3)	(363.2, 5)	(367.5, 2)	(372.0, 2)	(376.3, 1)	(380.6, 0)	(385.1, 1)	(389.4, 1)	(393.9, 1)	(398.2, 0)	(402.5, 0)	(406.9, 5)	(411.2, 0)	(415.6, 0)	(420.0, 2)	(424.4, 0)	(428.8, 1059)	(433.1, 0)	(437.5, 1)	(442.0, 1)	(446.4, 1)	(450.8, 1021)	(455.1, 0)	(459.5, 2)	(464.0, 2)	(468.5, 2)	(473.0, 2)	(477.3, 2)	(481.8, 1143)	(486.2, 2)	(490.5, 3)	(494.9, 3)	(499.2, 0)	(503.6, 1)	(508.3, 2)	(512.8, 1285)	(517.2, 0)	(521.6, 0)	(526.1, 0)	(530.5, 2)	(534.9, 2)	(539.2, 2)	(543.8, 1296)	(548.2, 1)	(552.9, 5)	(557.4, 1)	(562.1, 0)	(566.5, 0)	(571.1, 1)	(575.5, 1)	(580.3, 2)	(584.9, 1)	(589.3, 0)	(593.8, 1471)	(598.4, 0)	(602.9, 3)	(607.2, 1)	(611.6, 0)	(616.0, 5)	(620.5, 1)	(625.1, 1)	(629.6, 1)	(634.0, 2)	(638.5, 1)	(643.2, 1)	(647.8, 1420)	(652.5, 0)	(657.0, 2)	(661.5, 1)	(665.9, 1)	(670.3, 0)	(674.8, 1448)	(679.3, 0)	(683.8, 1462)	(688.4, 1)	(693.5, 0)	(698.0, 1)	(702.4, 0)	(707.1, 1)	(711.5, 0)	(716.2, 0)	(720.6, 1)	(725.2, 3)	(730.0, 0)	(734.6, 1)	(739.6, 1)	(744.0, 0)	(748.4, 0)	(753.1, 1)	(757.5, 0)	(762.2, 1)	(766.8, 1167)	(771.9, 4)	(776.8, 1276)	(781.1, 0)	(786.0, 1)	(790.3, 1)	(795.0, 2)	(799.5, 2)	(804.2, 1)	(808.9, 3)	(813.5, 1)	(818.1, 0)	(823.0, 2)	(827.6, 0)	(832.5, 0)	(837.0, 0)	(841.6, 0)	(846.3, 0)	(851.0, 3)	(856.1, 0)	(861.0, 3)	(866.0, 0)	(871.2, 0)	(876.6, 0)	(881.5, 1)	(887.1, 1)	(892.8, 787)	(897.2, 1)	(901.9, 0)	(906.6, 0)	(911.5, 1)	(916.6, 0)	(922.0, 0)	(927.2, 1)	(932.3, 0)	(937.4, 0)	(942.4, 0)	(947.6, 1)	(952.9, 1)	(958.1, 0)	(963.3, 1)	(968.2, 1)	(973.5, 0)	(978.5, 0)	(984.8, 573)	(990.4, 0)	(996.2, 0)	(1001.6, 0)	(1006.8, 569)	(1012.3, 0)	(1017.8, 498)	(1022.6, 2)	(1027.9, 1)	(1033.0, 1)	(1039.4, 1)	(1044.9, 3)	(1050.5, 1)	(1055.8, 553)	(1061.2, 1)	(1066.2, 0)	(1071.3, 0)	(1076.5, 1)	(1082.5, 1)	(1088.5, 0)	(1094.8, 392)	(1099.9, 1)	(1106.0, 0)	(1112.0, 2)	(1117.8, 430)	(1123.5, 0)	(1129.2, 0)	(1134.9, 1)	(1140.4, 1)	(1146.0, 0)	(1152.3, 0)	(1157.9, 0)	(1165.0, 0)	(1171.1, 0)	(1177.0, 0)	(1182.8, 331)	(1188.5, 0)	(1195.0, 1)	(1201.4, 0)	(1207.9, 1)	(1214.0, 0)	(1220.8, 399)	(1227.2, 0)	(1232.4, 1)	(1238.1, 0)	(1245.2, 2)	(1251.0, 0)	(1257.8, 370)	(1264.3, 1)	(1271.0, 0)	(1278.2, 1)	(1285.0, 0)	(1292.8, 359)	(1299.0, 1)	(1306.8, 407)	(1313.5, 0)	(1322.0, 0)	(1329.8, 404)	(1338.1, 0)	(1346.0, 0)	(1353.3, 0)	(1361.0, 0)	(1368.0, 0)	(1375.3, 0)	(1384.0, 0)	(1391.8, 401)	(1399.9, 0)	(1407.8, 446)	(1415.0, 0)	(1424.8, 424)	(1432.9, 0)	(1442.2, 0)	(1450.8, 471)	(1460.2, 0)	(1469.9, 0)	(1479.6, 0)	(1487.3, 0)	(1499.1, 0)	(1510.9, 0)	(1521.1, 1)	(1532.1, 1)	(1543.9, 0)	(1555.0, 0)	(1568.2, 0)	(1578.1, 0)	(1593.8, 474)	(1608.4, 0)	(1622.8, 431)	(1636.2, 1)	(1651.8, 463)	(1665.8, 438)	(1679.0, 1)	(1691.3, 1)	(1706.0, 0)	(1722.8, 468)	(1738.8, 436)	(1756.8, 432)	(1774.9, 0)	(1791.2, 1)	(1810.0, 0)	(1829.9, 1)	(1848.0, 0)	(1872.8, 387)	(1889.8, 417)	(1912.9, 2)	(1934.9, 0)	(1963.8, 320)	(1987.1, 0)	(2016.2, 0)	(2043.8, 271)	(2071.8, 266)	(2104.8, 250)	(2131.0, 0)	(2160.2, 1)	(2192.8, 169)	(2227.8, 174)	(2259.8, 133)	(2288.8, 126)	(2323.8, 104)	(2358.8, 97)	(2391.8, 88)	(2423.8, 78)	(2457.8, 61)	(2495.8, 70)	(2532.9, 0)	(2567.8, 46)	(2602.8, 31)	(2634.8, 36)	(2667.8, 22)	(2704.8, 28)	(2742.8, 13)	(2778.8, 24)	(2813.8, 21)	(2846.8, 8)	(2884.1, 0)	(2919.8, 16)	(2956.8, 18)	(2994.8, 13)	(3029.8, 14)	(3069.8, 11)	(3105.8, 6)	(3142.8, 9)	(3180.8, 13)	(3217.8, 7)	(3256.8, 9)	(3294.8, 7)	(3329.8, 8)	(3367.8, 2)	(3404.8, 9)	(3443.8, 7)	(3482.8, 9)	(3520.8, 4)	(3557.2, 0)	(3595.8, 4)	(3633.8, 3)	(3672.8, 6)	(3711.8, 0)	(3750.8, 6)	(3788.8, 4)	(3826.8, 3)	(3864.8, 3)	(3903.8, 1)	(3941.8, 3)	(3980.8, 1)	(4018.8, 5)	(4054.8, 3)	(4093.8, 4)	(4130.8, 3)	(4168.8, 2)	(4207.8, 2)	(4244.8, 2)	(4281.8, 4)	(4320.8, 1)	(4359.8, 1)	(4397.8, 1)	(4434.8, 4)	(4472.8, 2)	(4511.8, 3)	(4549.8, 1)	(4589.8, 3)	(4628.8, 2)	(4667.8, 3)	(4706.8, 1)	(4745.8, 2)	(4784.8, 2)	(4823.8, 0)	(4863.8, 1)	(4901.8, 3)	(4944.8, 3)	(4982.8, 0)	(5020.8, 2)	(5061.8, 2)	(5102.8, 2)	(5141.8, 0)	(5179.8, 2)	(5218.8, 4)	(5258.8, 2)	(5297.8, 1)	(5337.8, 3)	(5377.8, 0)	(5417.8, 1)	(5456.8, 1)	(5497.8, 2)	(5538.8, 2)	(5577.8, 2)	(5617.8, 1)	(5659.8, 0)	(5700.8, 0)	(5740.8, 1)	(5781.8, 1)	(5826.8, 2)	(5867.8, 1)	(5908.8, 1)	(5951.8, 2)	(5993.8, 0)	(6038.8, 2)	(6082.8, 0)	(6123.8, 1)	(6165.8, 2)	(6207.8, 0)	(6250.8, 1)	(6291.8, 1)	(6336.8, 2)	(6383.8, 1)	(6430.8, 0)	(6476.8, 1)	(6520.8, 0)	(6562.8, 1)	(6604.8, 0)	(6648.8, 2)	(6694.8, 0)	(6738.8, 2)	(6782.8, 1)	(6827.8, 1)	(6876.8, 1)	(6921.8, 1)	(6971.8, 2)	(7020.8, 1)	(7065.8, 0)	(7108.8, 1)	(7158.8, 1)	(7203.8, 0)	(7255.8, 0)	(7299.8, 1)	(7348.8, 1)	(7395.8, 1)	(7444.8, 1)	(7494.8, 2)	(7541.8, 0)	(7592.8, 1)	(7638.8, 2)	(7692.8, 0)	(7745.8, 1)	(7794.8, 0)	(7847.8, 1)	(7904.8, 1)	(7952.8, 3)	(8002.8, 2)	(8058.8, 0)	(8121.8, 0)	(8176.8, 0)	(8234.8, 1)	(8295.8, 1)	(8354.8, 0)	(8408.8, 1)	(8463.8, 0)	(8531.8, 1)	(8606.8, 0)	(8671.8, 0)	(8733.8, 0)	(8785.8, 0)	(8842.8, 0)	(8906.8, 1)	(8978.8, 1)	(9047.8, 1)	(9128.8, 0)	(9193.8, 1)	(9261.8, 1)	(9317.8, 1)	(9403.8, 1)	(9477.8, 0)	(9563.8, 0)	(9645.8, 2)	(9718.8, 0)	(9797.8, 1)	(9871.8, 0)	(9941.8, 0)	(10025.9, 2)	(10112.9, 0)	(10204.9, 0)	(10300.9, 1)	(10372.9, 1)	(10451.9, 0)	(10565.9, 0)	(10685.9, 2)	(10796.9, 0)	(10868.9, 0)	(10950.9, 0)	(11079.9, 1)	(11167.9, 1)	(11266.9, 1)	(11384.9, 1)	(11505.9, 0)	(11620.9, 1)	(11774.9, 0)	(11894.9, 1)	(12027.9, 1)	(12147.9, 0)	(12276.9, 1)	(12398.9, 0)	(12555.9, 0)	(12749.9, 0)	(12928.9, 2)	(13058.9, 0)	(13212.9, 0)	(13350.9, 0)	(13492.9, 1)	(13675.9, 1)	(13844.9, 1)	(14019.9, 1)	(14177.9, 1)	(14388.9, 1)	(14612.9, 1)	(14796.9, 1)	(15006.9, 1)	(15251.9, 0)	(15475.9, 1)	(15741.9, 1)	(15991.9, 1)	(16228.9, 0)	(16453.9, 0)	(16752.9, 0)	(16955.9, 1)	(17213.9, 1)	(17529.9, 0)	(17906.9, 1)	(18208.9, 1)	(18495.9, 1)	(18873.9, 1)	(19241.9, 0)	(19521.9, 1)	(19919.9, 0)	(20346.9, 1)	(20819.9, 1)	(21383.9, 1)	(21842.9, 0)	(22453.9, 1)	(23009.9, 0)	(23420.9, 1)	(23994.9, 1)	(24650.9, 0)	(25360.9, 0)	(26223.9, 0)	(27180.9, 0)	(27807.9, 1)	(28670.9, 1)	(29512.9, 1)	(30424.9, 1)	(32198.9, 0)	(33551.9, 2)	(35235.9, 0)	(37053.9, 1)	(38880.9, 1)	(40771.9, 0)	(43376.9, 0)	(45997.9, 0)	(48329.9, 1)	(51280.9, 1)	(54251.9, 0)	(56487.9, 0)	(61121.9, 1)	(66288.9, 0)	(71618.9, 1)	(76769.9, 0)	(81416.9, 1)	(89474.9, 0)	(95396.9, 0)	(106099.9, 0)	(118799.9, 1)	(132869.9, 0)	(158899.9, 1)	(231099.9, 1)	(417649.9, 1)
UG1_ANA0-HG002_DBC0_0.ug.sentdug.snv.sort	(1.0, 0)	(5.6, 11)	(9.9, 46)	(14.3, 16)	(18.8, 2996)	(23.4, 23)	(28.4, 31)	(33.2, 14)	(37.6, 15)	(42.2, 8)	(46.6, 14)	(51.2, 13)	(55.6, 2)	(60.2, 10)	(64.6, 2)	(69.2, 18)	(73.6, 32)	(78.2, 9)	(82.6, 2)	(87.2, 7)	(91.6, 6)	(96.2, 8)	(100.6, 2)	(105.2, 5)	(109.6, 2)	(114.2, 6)	(118.6, 7)	(123.2, 1)	(127.6, 3)	(132.2, 3)	(136.6, 2)	(141.2, 5)	(145.6, 3)	(150.2, 3)	(154.6, 4)	(159.2, 2)	(163.6, 0)	(168.2, 3)	(172.6, 1)	(177.2, 3)	(181.6, 0)	(186.2, 3)	(190.6, 1)	(195.2, 2)	(199.6, 4)	(204.2, 3)	(208.6, 5)	(213.2, 2)	(217.8, 811)	(222.2, 2)	(226.8, 760)	(231.2, 2)	(235.8, 753)	(240.2, 2)	(244.8, 744)	(249.2, 2)	(253.8, 691)	(258.2, 2)	(262.8, 736)	(267.2, 3)	(271.8, 728)	(276.2, 3)	(280.8, 714)	(285.2, 1)	(289.8, 688)	(294.2, 1)	(298.9, 3)	(303.3, 3)	(307.9, 1)	(312.3, 3)	(316.9, 3)	(321.3, 3)	(325.9, 1)	(330.3, 3)	(334.9, 3)	(339.3, 0)	(343.9, 2)	(348.3, 3)	(352.9, 3)	(357.3, 2)	(361.9, 3)	(366.3, 0)	(370.9, 3)	(375.4, 1)	(380.0, 4)	(384.4, 0)	(389.1, 1)	(393.5, 1)	(398.1, 0)	(402.5, 1)	(407.1, 0)	(411.5, 0)	(416.1, 2)	(420.6, 0)	(425.1, 1)	(429.6, 0)	(434.1, 0)	(438.8, 1027)	(443.3, 0)	(448.0, 3)	(452.4, 1)	(457.0, 3)	(461.5, 0)	(466.1, 1)	(470.5, 0)	(475.1, 1)	(479.6, 1)	(484.5, 0)	(489.0, 4)	(493.5, 0)	(498.0, 0)	(502.5, 5)	(507.1, 0)	(511.6, 1)	(516.1, 0)	(520.6, 1)	(525.1, 0)	(529.9, 2)	(534.4, 0)	(539.1, 2)	(543.8, 1263)	(548.3, 0)	(552.9, 1)	(557.4, 0)	(561.9, 3)	(566.4, 0)	(570.9, 2)	(575.5, 2)	(580.0, 0)	(584.5, 3)	(589.0, 2)	(593.6, 0)	(598.2, 2)	(602.9, 1)	(607.4, 2)	(612.1, 0)	(616.6, 2)	(621.4, 1)	(626.2, 3)	(631.0, 3)	(636.0, 2)	(640.8, 1420)	(645.4, 2)	(650.0, 2)	(654.6, 0)	(659.2, 0)	(664.0, 3)	(668.6, 0)	(673.3, 1)	(678.0, 0)	(682.6, 1)	(687.1, 1)	(691.6, 0)	(696.4, 0)	(701.0, 0)	(705.5, 0)	(710.3, 0)	(714.8, 1290)	(719.3, 0)	(724.0, 3)	(729.0, 2)	(733.8, 1359)	(738.8, 1345)	(743.6, 0)	(748.6, 0)	(753.3, 1)	(758.3, 1)	(763.3, 0)	(768.1, 0)	(772.8, 1276)	(777.8, 1133)	(782.4, 1)	(787.8, 1171)	(792.9, 1)	(797.9, 1)	(803.0, 2)	(808.0, 2)	(812.9, 1)	(818.0, 1)	(822.5, 1)	(827.5, 1)	(832.4, 0)	(837.4, 0)	(842.2, 1)	(847.2, 2)	(852.9, 0)	(857.8, 934)	(862.9, 0)	(867.9, 2)	(873.0, 0)	(878.0, 2)	(883.5, 0)	(888.5, 0)	(893.2, 0)	(898.2, 0)	(903.3, 0)	(908.2, 0)	(913.8, 793)	(919.5, 0)	(924.9, 3)	(930.2, 0)	(935.3, 0)	(940.3, 3)	(945.5, 1)	(950.6, 1)	(955.8, 719)	(961.0, 2)	(966.0, 0)	(971.2, 0)	(976.9, 0)	(982.8, 653)	(988.1, 0)	(993.8, 507)	(999.3, 1)	(1005.2, 1)	(1010.8, 568)	(1015.9, 2)	(1021.0, 3)	(1026.8, 464)	(1032.8, 525)	(1038.9, 0)	(1044.1, 0)	(1049.8, 518)	(1055.8, 469)	(1060.8, 465)	(1066.8, 469)	(1072.3, 0)	(1078.6, 0)	(1084.5, 0)	(1090.2, 0)	(1096.1, 2)	(1102.1, 1)	(1108.0, 1)	(1112.9, 1)	(1118.8, 386)	(1125.9, 0)	(1131.9, 0)	(1137.1, 0)	(1143.1, 0)	(1149.9, 1)	(1155.6, 0)	(1161.3, 0)	(1167.9, 0)	(1173.0, 0)	(1178.5, 0)	(1184.6, 0)	(1190.6, 0)	(1196.9, 0)	(1203.1, 0)	(1209.2, 0)	(1215.8, 375)	(1222.8, 352)	(1230.0, 3)	(1236.1, 0)	(1243.0, 0)	(1249.5, 0)	(1256.3, 0)	(1263.9, 0)	(1271.0, 0)	(1278.4, 1)	(1286.4, 0)	(1294.9, 0)	(1302.0, 0)	(1308.3, 0)	(1314.9, 1)	(1322.8, 375)	(1329.6, 0)	(1336.0, 2)	(1343.9, 1)	(1351.1, 0)	(1359.0, 0)	(1366.4, 0)	(1375.8, 390)	(1383.3, 3)	(1390.9, 0)	(1398.9, 1)	(1407.3, 0)	(1417.5, 0)	(1424.8, 400)	(1435.3, 2)	(1443.6, 0)	(1452.8, 435)	(1461.2, 0)	(1471.8, 411)	(1480.6, 1)	(1489.6, 0)	(1499.5, 0)	(1512.0, 0)	(1522.6, 0)	(1533.9, 0)	(1543.2, 0)	(1554.8, 413)	(1564.8, 444)	(1576.3, 0)	(1588.3, 1)	(1599.6, 1)	(1610.9, 0)	(1623.9, 1)	(1636.0, 0)	(1650.8, 426)	(1662.8, 414)	(1675.8, 459)	(1691.2, 0)	(1703.0, 1)	(1717.8, 427)	(1731.9, 0)	(1747.1, 0)	(1762.9, 0)	(1779.8, 392)	(1797.0, 0)	(1816.8, 424)	(1836.0, 0)	(1853.4, 0)	(1875.8, 357)	(1894.8, 365)	(1917.2, 0)	(1938.2, 0)	(1961.8, 461)	(1990.4, 0)	(2017.8, 273)	(2041.8, 231)	(2068.8, 251)	(2095.9, 0)	(2126.2, 0)	(2153.8, 192)	(2189.8, 174)	(2221.4, 0)	(2247.8, 135)	(2275.8, 147)	(2307.8, 122)	(2337.0, 0)	(2365.8, 107)	(2397.8, 96)	(2431.8, 77)	(2468.8, 73)	(2501.8, 134)	(2539.8, 52)	(2577.8, 43)	(2613.0, 0)	(2649.0, 0)	(2687.8, 22)	(2726.8, 50)	(2765.8, 32)	(2802.8, 22)	(2838.8, 10)	(2878.8, 17)	(2916.8, 10)	(2953.8, 7)	(2991.8, 19)	(3029.8, 8)	(3069.8, 9)	(3107.8, 10)	(3146.8, 10)	(3186.8, 5)	(3225.8, 9)	(3264.9, 1)	(3304.8, 7)	(3342.8, 5)	(3381.8, 8)	(3420.8, 4)	(3457.9, 0)	(3493.8, 3)	(3533.8, 10)	(3571.8, 4)	(3611.8, 9)	(3651.8, 6)	(3692.8, 6)	(3731.8, 3)	(3770.8, 5)	(3811.8, 7)	(3850.8, 2)	(3889.8, 2)	(3926.8, 4)	(3966.8, 5)	(4005.8, 3)	(4046.8, 2)	(4085.8, 1)	(4125.8, 2)	(4165.8, 4)	(4205.8, 4)	(4245.8, 1)	(4285.8, 4)	(4324.8, 2)	(4365.8, 6)	(4405.8, 2)	(4445.8, 5)	(4485.8, 5)	(4525.8, 4)	(4565.8, 3)	(4606.8, 2)	(4644.8, 2)	(4685.8, 2)	(4724.8, 1)	(4764.8, 2)	(4805.8, 1)	(4846.8, 2)	(4884.8, 4)	(4926.8, 4)	(4966.8, 0)	(5007.8, 0)	(5046.8, 2)	(5086.8, 0)	(5127.8, 6)	(5168.8, 6)	(5208.0, 1)	(5249.8, 2)	(5291.8, 3)	(5333.0, 0)	(5374.8, 1)	(5416.8, 2)	(5457.8, 2)	(5498.8, 1)	(5539.8, 2)	(5580.8, 1)	(5622.8, 2)	(5663.8, 1)	(5706.8, 1)	(5747.8, 1)	(5789.8, 0)	(5829.8, 1)	(5872.8, 0)	(5913.8, 0)	(5957.8, 1)	(5996.8, 0)	(6037.8, 0)	(6079.9, 1)	(6123.8, 1)	(6168.8, 4)	(6211.8, 0)	(6252.8, 1)	(6300.8, 2)	(6340.8, 1)	(6383.8, 0)	(6429.8, 3)	(6476.8, 2)	(6519.8, 1)	(6564.8, 3)	(6609.8, 2)	(6652.8, 1)	(6699.8, 1)	(6744.8, 0)	(6789.8, 0)	(6834.8, 0)	(6876.8, 0)	(6924.8, 0)	(6970.8, 1)	(7018.8, 0)	(7065.8, 1)	(7114.8, 1)	(7162.8, 0)	(7215.8, 2)	(7262.8, 1)	(7317.8, 1)	(7370.8, 1)	(7424.8, 0)	(7479.8, 0)	(7531.8, 1)	(7584.8, 1)	(7639.8, 1)	(7690.8, 0)	(7744.8, 1)	(7794.8, 3)	(7852.8, 0)	(7905.8, 2)	(7957.8, 0)	(8005.8, 1)	(8060.8, 1)	(8114.8, 1)	(8168.8, 0)	(8218.8, 0)	(8278.8, 2)	(8336.8, 1)	(8389.8, 0)	(8446.8, 0)	(8503.8, 1)	(8566.8, 0)	(8624.8, 0)	(8677.8, 2)	(8726.8, 0)	(8788.8, 1)	(8854.8, 3)	(8920.8, 1)	(8993.8, 1)	(9053.8, 0)	(9122.8, 2)	(9198.8, 0)	(9256.8, 0)	(9334.8, 1)	(9401.8, 0)	(9484.8, 1)	(9570.8, 1)	(9653.8, 2)	(9721.8, 0)	(9806.8, 0)	(9897.8, 1)	(9978.8, 2)	(10054.9, 0)	(10131.9, 0)	(10223.9, 2)	(10313.9, 0)	(10392.9, 2)	(10481.9, 0)	(10567.9, 1)	(10639.9, 1)	(10754.9, 1)	(10865.9, 0)	(10952.9, 0)	(11060.9, 2)	(11165.9, 0)	(11258.9, 0)	(11377.9, 0)	(11485.9, 1)	(11577.9, 0)	(11704.9, 0)	(11836.9, 0)	(11943.9, 0)	(12060.9, 0)	(12197.9, 1)	(12322.9, 1)	(12420.9, 0)	(12544.9, 1)	(12712.9, 0)	(12864.9, 1)	(13046.9, 1)	(13192.9, 0)	(13339.9, 1)	(13531.9, 0)	(13709.9, 1)	(13865.9, 1)	(14095.9, 1)	(14280.9, 1)	(14455.9, 0)	(14640.9, 0)	(14799.9, 2)	(14990.9, 1)	(15178.9, 1)	(15391.9, 1)	(15586.9, 0)	(15818.9, 1)	(16018.9, 0)	(16223.9, 1)	(16494.9, 1)	(16671.9, 1)	(16916.9, 1)	(17161.9, 1)	(17389.9, 0)	(17681.9, 0)	(18027.9, 0)	(18305.9, 0)	(18541.9, 1)	(18795.9, 0)	(19046.9, 0)	(19381.9, 0)	(19768.9, 1)	(20074.9, 1)	(20511.9, 0)	(20913.9, 1)	(21351.9, 0)	(21676.9, 1)	(22225.9, 0)	(22756.9, 1)	(23259.9, 0)	(23755.9, 0)	(24268.9, 1)	(24777.9, 1)	(25255.9, 1)	(25831.9, 0)	(26574.9, 1)	(27448.9, 1)	(28242.9, 1)	(29144.9, 0)	(30242.9, 1)	(31349.9, 0)	(32424.9, 1)	(33435.9, 1)	(34605.9, 1)	(36146.9, 1)	(37889.9, 0)	(39675.9, 1)	(41295.9, 1)	(42985.9, 0)	(44337.9, 0)	(46274.9, 0)	(48790.9, 1)	(51094.9, 0)	(53540.9, 0)	(55986.9, 1)	(59280.9, 0)	(62930.9, 0)	(67169.9, 0)	(70604.9, 0)	(78067.9, 0)	(85965.9, 0)	(94795.9, 1)	(103299.9, 0)	(114429.9, 0)	(132829.9, 0)	(164499.9, 1)	(245919.9, 0)	(373619.9, 1)
