Sample	Mean Read Length
UG1_ANA0-HG001_DBC0_0	281.635238
UG1_ANA0-HG002_DBC0_0	286.25256
UG1_ANA0-HG003_DBC0_0	281.129388
UG1_ANA0-HG004_DBC0_0	285.915089
UG1_ANA0-HG005_DBC0_0	284.074223
UG1_ANA0-HG006_DBC0_0	289.503087
UG1_ANA0-HG007_DBC0_0	285.905482
UG1_ANA1-HG004_DBC0_0	281.313517
UG1_ANA1-HG005_DBC0_0	283.840007
