Name	X	Y
background: EAS	-0.901	-1.32
background: EAS	-0.657	-0.705
background: EAS	-1.545	-0.338
background: EAS	-0.52	-1.382
background: EAS	-1.645	-0.655
background: EAS	-1.509	0.855
background: EAS	-0.871	-1.247
background: EAS	-1.49	-0.74
background: EAS	-1.537	-1.982
background: EAS	-0.685	-0.767
background: EAS	-1.692	-1.415
background: EAS	-1.567	-0.48
background: EAS	-1.053	-0.696
background: EAS	-0.954	-2.28
background: EAS	-1.507	-0.678
background: EAS	-1.859	-1.169
background: EAS	-0.854	-1.362
background: EAS	-1.7	-1.318
background: EAS	-1.281	-0.786
background: EAS	-1.003	-1.65
background: EAS	-0.571	-0.274
background: AMR	0.183	1.666
background: AMR	0.373	2.565
background: AMR	0.219	2.102
background: AMR	0.124	1.199
background: AMR	-0.178	1.735
background: AMR	-0.266	0.233
background: AMR	-0.081	0.892
background: AMR	-1.119	0.575
background: AMR	-1.009	1.341
background: EAS	-0.946	-0.831
background: EAS	-1.606	-0.289
background: EAS	-1.733	-1.524
background: EAS	-0.644	-1.452
background: EAS	-1.008	-0.712
background: EAS	-1.041	-0.874
background: EAS	-0.859	-1.303
background: EAS	-0.811	-1.988
background: EAS	-0.229	-0.663
background: EAS	-1.543	-0.146
background: EAS	-0.542	-0.384
background: EAS	-0.037	-0.668
background: EAS	-0.919	-1.555
background: EAS	-0.68	-1.256
background: EAS	-1.453	-1.552
background: AMR	-0.959	0.668
background: AMR	0.353	1.425
background: AMR	0.651	0.375
background: AMR	-1.474	1.052
background: AMR	0.906	0.46
background: AMR	-1.144	0.494
background: AMR	0.017	1.321
background: AMR	0.428	-0.403
background: AMR	0.079	1.155
background: AMR	0.277	-0.214
background: AMR	1.258	0.77
background: AMR	0.393	-0.048
background: AMR	-0.755	1.006
background: AMR	-0.335	1.054
background: AMR	-0.71	0.449
background: AMR	-0.348	2.004
background: AMR	0.04	2.127
background: AMR	0.007	2.181
background: AMR	-0.076	0.981
background: AMR	0.079	1.418
background: AMR	-0.609	0.156
background: AMR	-0.421	-0.011
background: AMR	-1.682	0.175
background: AMR	-0.143	0.434
background: AMR	-0.141	0.677
background: AMR	0.179	1.574
background: AMR	0.317	1.457
background: AMR	0.097	0.506
background: AMR	-0.285	-0.759
background: AMR	0.996	1.183
background: AMR	0.344	0.498
background: AMR	-0.664	1.236
background: AMR	0.994	1.322
background: AMR	1.003	2.14
background: AMR	0.231	0.849
background: AMR	0.339	0.874
background: AMR	0.02	2.023
background: AMR	-0.831	0.584
background: AMR	1.814	-0.201
background: AMR	0.257	1.302
background: AMR	0.258	0.305
background: AMR	-0.339	0.582
background: AMR	-0.523	0.953
background: AMR	-0.088	1.061
background: AMR	-0.386	-1.275
background: AMR	0.098	1.46
background: AMR	-0.344	1.608
background: AMR	-1.544	1.251
background: AMR	-0.808	0.551
background: AMR	0.361	0.888
background: AMR	-0.677	1.229
background: AMR	-0.774	-0.147
background: AMR	-0.153	0.831
background: AMR	-0.402	1.199
background: AMR	0.414	0.066
background: AMR	0.791	-0.36
background: AMR	-0.166	0.4
background: AMR	0.831	0.664
background: AMR	0.412	0.532
background: AMR	0.317	-0.057
background: AMR	-0.06	0.663
background: AMR	0.321	2.34
background: AMR	0.413	0.709
background: AMR	0.133	0.624
background: AMR	0.789	1.514
background: AMR	1.454	0.943
background: AMR	-0.765	0.616
background: AMR	-0.084	1.923
background: AMR	-0.216	1.177
background: AMR	-0.276	0.425
background: AMR	0.397	0.409
background: AMR	0.218	0.777
background: AMR	-0.2	-0.149
background: AMR	0.486	1.756
background: AMR	-0.232	0.433
background: AMR	0.331	1.092
background: AMR	0.402	2.065
background: AMR	0.199	0.51
background: AMR	0.251	2.048
background: AMR	-1.425	1.286
background: AMR	0.741	1.239
background: AMR	0.574	-1.275
background: AMR	-0.06	-0.205
background: AMR	0.406	1.453
background: AMR	0.831	1.964
background: AMR	-1.018	0.726
background: AMR	-0.04	0.893
background: AMR	0.547	0.273
background: AMR	0.237	0.957
background: AMR	-0.328	1.031
background: AMR	0.831	2.648
background: AMR	-0.066	0.532
background: AMR	-0.546	-0.068
background: AMR	0.839	0.337
background: AMR	0.632	1.308
background: AMR	-0.021	-0.075
background: AMR	-0.664	1.051
background: AMR	-0.726	1.502
background: AMR	-0.32	1.308
background: AMR	0.449	0.981
background: AMR	-0.538	1.54
background: AMR	-0.813	1.147
background: AMR	-0.642	1.048
background: AMR	-0.715	1.165
background: AMR	0.256	1.454
background: AMR	-0.246	0.697
background: AMR	-0.993	2.271
background: AMR	-0.057	0.394
background: AMR	-0.207	1.879
background: AMR	0.583	0.801
background: AMR	-1.292	1.473
background: EUR	-0.407	0.626
background: AMR	-0.9	1.465
background: AMR	0.405	0.702
background: AMR	-0.577	0.226
background: AMR	-0.054	-0.522
background: AMR	-0.609	0.683
background: AMR	-0.302	0.136
background: AMR	-1.174	1.479
background: AMR	0.4	1.585
background: AMR	-0.025	1.136
background: AMR	-0.95	0.692
background: AMR	-0.133	0.38
background: AMR	-1.021	0.915
background: AMR	-0.116	1.508
background: AMR	-0.044	0.478
background: AMR	-0.656	0.463
background: AMR	-0.062	1.166
background: AMR	0.57	0.91
background: AMR	-0.789	1.199
background: AMR	-0.29	0.157
background: AMR	-0.601	1.57
background: AMR	-0.945	1.15
background: AMR	-0.353	0.885
background: AMR	-1.262	1.519
background: AMR	-0.545	0.477
background: AMR	-0.066	-0.433
background: AMR	-1.012	0.647
background: AMR	-0.953	-0.055
background: AMR	-0.39	-0.603
background: AMR	0.922	1.024
background: AMR	0.67	1.417
background: AMR	-0.364	1.725
background: AMR	-1.321	1.618
background: AMR	0.349	0.263
background: AMR	0.386	0.12
background: AMR	-0.601	1.044
background: AMR	-0.416	1.872
background: AMR	0.051	0.416
background: AMR	0.706	2.643
background: AMR	-0.122	1.088
background: AMR	-0.67	0.396
background: AMR	-0.7	0.175
background: AMR	0.365	-0.595
background: AMR	-0.25	0.993
background: AMR	-0.491	-0.451
background: AMR	-0.353	1.152
background: AMR	-1.026	1.975
background: AMR	-0.305	-0.133
background: AMR	-0.512	0.82
background: AMR	-0.463	0.523
background: AMR	-0.528	0.212
background: AMR	0.1	1.15
background: AMR	-0.156	1.017
background: AMR	-0.22	-0.095
background: AMR	0.096	-0.37
background: AMR	-0.775	0.7
background: AMR	0.033	0.861
background: AMR	0.498	1.036
background: AMR	0.255	1.707
background: AMR	0.958	-0.627
background: AMR	-0.86	0.959
background: AMR	-0.409	0.36
background: AMR	-0.836	1.75
background: AMR	-0.917	0.826
background: AMR	0.24	0.717
background: AMR	-0.783	1.509
background: AMR	-0.672	0.783
background: AMR	-0.47	0.326
background: AMR	-1.127	0.82
background: EUR	-0.984	2.384
background: EUR	0.106	0.972
background: EUR	-0.722	0.405
background: EUR	-0.635	1.061
background: EUR	-0.396	1.217
background: EUR	0.584	1.145
background: EUR	-0.132	0.865
background: EUR	-0.461	0.899
background: EUR	-1.154	0.97
background: EUR	0.25	0.441
background: EUR	-0.694	1.504
background: EUR	-0.569	0.319
background: EUR	0.191	1.267
background: EUR	-0.661	1.762
background: EUR	-0.792	0.831
background: EUR	0.799	2.758
background: EUR	0.433	1.373
background: EUR	0.199	1.199
background: EUR	-0.541	0.838
background: EUR	-0.33	1.813
background: EUR	0.12	1.628
background: EUR	-0.389	1.926
background: EUR	-0.418	0.668
background: EUR	1.177	1.17
background: AMR	-0.945	0.772
background: AMR	2.358	1.386
background: AMR	0.496	-0.842
background: AMR	-0.956	0.747
background: AMR	-0.907	0.307
background: AMR	0.053	1.675
background: AMR	-1.128	0.498
background: AMR	-1.342	-0.126
background: AMR	-1.19	-0.376
background: SAS	-0.614	0.056
background: SAS	0.578	0.214
background: SAS	-0.237	-0.74
background: SAS	0.245	0.887
background: EAS	-1.393	-0.626
background: EAS	-0.913	-1.252
background: EAS	-0.516	-1.249
background: EAS	-0.848	-1.694
background: EAS	-1.802	-0.852
background: EAS	-0.559	-0.945
background: EUR	-0.267	2.277
background: EUR	0.351	1.006
background: EUR	-0.737	1.814
background: EUR	-0.33	1.297
background: EUR	0.491	1.341
background: EUR	-0.558	0.764
background: EUR	-0.112	1.216
background: EUR	-0.488	2.362
background: EUR	-0.337	1.499
background: EUR	0.743	1.291
background: EUR	-0.24	0.255
background: EUR	-0.146	1.708
background: EUR	0.312	2.053
background: EUR	-0.593	1.476
background: EUR	0.304	0.398
background: EUR	-0.698	1.191
background: EUR	-0.092	1.629
background: EUR	0.357	1.25
background: EUR	0.231	0.677
background: EUR	-0.213	1.514
background: EUR	0.31	0.762
background: EUR	-0.44	1.527
background: EUR	0.836	1.184
background: EUR	-0.047	2.217
background: EUR	0.171	-0.278
background: EUR	0.594	0.707
background: EUR	-0.43	2.274
background: EUR	0.436	1.769
background: EUR	0.169	0.977
background: EUR	0.446	0.868
background: EUR	0.338	0.819
background: EUR	-1.072	1.606
background: EUR	-0.533	1.349
background: EUR	-0.501	2.158
background: EUR	-0.223	1.098
background: EUR	0.816	1.413
background: EUR	-0.718	0.787
background: EUR	0.444	1.615
background: EUR	0.743	1.948
background: EUR	-0.272	1.002
background: EUR	0.008	0.853
background: EUR	0.442	1.267
background: EUR	-1.169	0.691
background: EUR	0.066	0.693
background: EUR	0.066	1.665
background: EUR	0.262	0.816
background: EUR	0.373	0.622
background: EUR	0.373	0.184
background: EUR	-0.295	0.832
background: EUR	-0.587	1.103
background: EUR	0.09	0.669
background: EUR	-0.317	1.426
background: EUR	-0.476	1.174
background: EUR	0.069	-0.146
background: EUR	-0.536	1.017
background: EUR	-0.376	1.23
background: EUR	-0.572	1.457
background: EUR	-0.338	1.522
background: EUR	-0.119	0.764
background: EUR	-0.364	2.114
background: EUR	0.399	0.185
background: EUR	0.142	1.408
background: EUR	0.21	1.689
background: EUR	-0.497	1.827
background: EUR	0.022	1.719
background: EUR	-0.936	1.308
background: EUR	-0.186	0.839
background: EUR	-1.604	1.004
background: EUR	-0.419	1.653
background: EUR	-0.136	2.061
background: EUR	0.41	1.038
background: EUR	0.056	1.31
background: EUR	-0.954	1.142
background: EAS	-1.023	-0.39
background: EAS	-1.181	0.017
background: EAS	-1.399	-0.995
background: EAS	-1.515	-2.245
background: EAS	0.042	-0.943
background: EAS	-0.954	-0.422
background: EAS	-1.891	-0.317
background: EAS	-0.965	-0.137
background: EAS	-0.688	-0.371
background: EAS	-1.127	-0.444
background: EAS	-1.211	-1.612
background: EAS	-1.461	-2.249
background: EAS	-1.609	0.019
background: EAS	-1.369	-1.956
background: EAS	-1.242	-0.285
background: EAS	-1.154	-0.834
background: EAS	-1.125	-2.188
background: EAS	-1.821	-1.22
background: EAS	-1.46	-2.353
background: EAS	-1.054	-1.347
background: EAS	-0.561	-2.718
background: EAS	-1.379	-1.17
background: EAS	-0.274	-0.991
background: EAS	-0.853	-1.071
background: EAS	-1.275	-0.458
background: EAS	-0.734	-0.666
background: EAS	-1.179	-0.36
background: EAS	-0.675	-1.842
background: EAS	-1.02	-1.465
background: EAS	-1.184	-0.231
background: EAS	-1.747	-0.738
background: EAS	-1.724	-1.831
background: EAS	-0.701	-1.582
background: EAS	-0.834	-0.588
background: EAS	-1.479	-1.375
background: EAS	-0.616	-0.667
background: EAS	-1.2	-1.459
background: EAS	-1.172	-0.605
background: EAS	-1.228	-1.35
background: EAS	-1.299	-0.675
background: EAS	-1.619	-0.734
background: EAS	-1.147	-1.075
background: EAS	-1.238	-1.091
background: EAS	-1.633	-2.035
background: EAS	-0.84	-0.881
background: EAS	-1.164	-1.916
background: EAS	-0.978	-0.578
background: EAS	-0.608	-0.535
background: EAS	-0.963	-0.368
background: EAS	-0.804	-0.619
background: EAS	-0.936	-1.083
background: EAS	-0.355	-1.021
background: EAS	-0.697	-1.243
background: EAS	-1.268	-1.56
background: EAS	-1.305	-2.669
background: EAS	-1.647	-0.621
background: AFR	1.474	0.449
background: AFR	1.012	0.007
background: AFR	1.077	0.041
background: AFR	0.859	-1.508
background: AFR	1.012	-0.106
background: AFR	0.586	0.576
background: AFR	1.278	-0.726
background: AFR	1.619	0.164
background: AMR	-0.114	-0.55
background: AMR	-0.392	-0.242
background: AFR	0.685	-0.303
background: AFR	1.35	-0.327
background: AFR	1.681	-0.712
background: AFR	1.492	-1.68
background: AFR	0.906	0.106
background: AMR	-0.424	0.997
background: AMR	-0.453	0.086
background: AMR	-0.146	-1.003
background: AMR	0.011	0.07
background: AMR	-0.965	-0.776
background: AMR	-0.987	0.12
background: AMR	-1.031	0.782
background: AMR	-1.986	0.341
background: AMR	-0.472	0.372
background: AMR	-1.005	0.034
background: AMR	-1.99	0.394
background: AMR	-0.875	1.867
background: AMR	-0.994	-0.45
background: AMR	-1.205	0.404
background: AMR	-0.175	0.608
background: AMR	-0.983	-0.35
background: AMR	-0.739	-0.103
background: AMR	-0.793	0.323
background: AMR	-1.47	0.685
background: AMR	0.69	-0.248
background: AMR	-1.142	0.088
background: AMR	0.058	-0.559
background: AMR	-0.963	0.794
background: AMR	-1.108	-0.535
background: AFR	1.567	-0.738
background: AFR	2.382	-0.78
background: AMR	-1.004	0.464
background: AMR	-0.793	-0.122
background: AMR	-0.418	0.314
background: AMR	-1.128	0.325
background: AMR	-1.585	0.731
background: AMR	-0.5	0.102
background: AMR	-0.165	-0.874
background: AMR	-0.904	-0.75
background: AMR	-0.449	0.489
background: AMR	-0.485	0.094
background: AMR	-1.182	1.387
background: AMR	-0.371	-0.015
background: AMR	-1.167	-0.454
background: AFR	0.397	-0.025
background: AFR	1.207	0.064
background: AFR	0.313	0.908
background: AFR	1.597	0.751
background: AFR	1.239	-1.093
background: AMR	-0.644	1.053
background: AMR	-1.524	1.082
background: AMR	-0.686	-0.197
background: AMR	-1.118	0.938
background: AMR	-1.032	0.367
background: AMR	-0.527	0.819
background: AMR	-1.241	1.712
background: AFR	1.962	0.334
background: AFR	0.311	0.517
background: AFR	0.767	0.148
background: AFR	1.381	-0.736
background: AFR	1.84	-0.398
background: EAS	-0.687	-0.884
background: EAS	-0.489	-1.722
background: EAS	-1.232	-1.881
background: EAS	-1.995	-1.95
background: EAS	-0.772	-1.377
background: EAS	-1.029	-0.772
background: EAS	-0.718	-1.227
background: EAS	-0.904	-1.71
background: EAS	-1.435	-0.898
background: EAS	-0.213	-0.901
background: EAS	-0.989	-0.722
background: EAS	-1.396	-1.016
background: EAS	-0.936	-1.264
background: EAS	-1.78	-0.804
background: EAS	-1.099	-1.001
background: EAS	-1.504	-0.365
background: EAS	-1.654	-1.028
background: AFR	1.454	0.228
background: AFR	1.695	-1.235
background: AFR	1.364	-1.143
background: AFR	0.681	-0.486
background: EAS	-0.988	-1.233
background: EAS	-0.494	-0.113
background: EAS	-1.73	-1.729
background: EAS	-0.972	-1.025
background: EAS	-1.411	-1.062
background: EAS	-0.369	0.277
background: EAS	-1.766	-0.36
background: EAS	-0.418	-0.624
background: EAS	-0.949	1.043
background: EAS	-1.157	-0.567
background: EAS	-0.739	-2.182
background: EAS	-1.12	-1.84
background: EAS	-0.996	-1.077
background: EAS	-0.933	-1.124
background: EAS	-1.015	-2.113
background: EAS	-1.827	-1.103
background: EAS	-1.941	-0.52
background: EAS	-1.298	-1.708
background: EAS	-1.855	-0.608
background: EAS	-0.959	-1.392
background: EAS	-1.554	-1.758
background: AMR	-1.037	0.699
background: AMR	-0.739	0.972
background: AFR	1.893	-1.576
background: AMR	-1.277	-0.243
background: AMR	-0.777	0.133
background: AMR	-0.902	0.911
background: AFR	1.137	-1.052
background: AFR	0.438	-0.17
background: AFR	2.023	-0.74
background: EAS	-1.301	-0.725
background: EAS	-0.451	-1.627
background: EAS	-1.231	-1.46
background: EAS	-1.125	-0.229
background: EAS	-0.725	-1.494
background: EAS	-1.381	-0.594
background: EAS	-0.823	-1.149
background: EAS	-1.058	-0.46
background: EAS	-0.522	-1.439
background: EAS	-1.196	-2.188
background: EAS	-0.613	-0.693
background: EAS	-0.49	-0.825
background: EAS	-1.16	-1.045
background: EAS	-1.075	-0.439
background: EAS	-0.85	-0.697
background: EAS	-1.622	-2.338
background: EAS	-0.63	-0.574
background: AFR	2.202	-0.119
background: AFR	1.113	-0.182
background: AMR	-1.068	0.537
background: AMR	-1.371	0.9
background: AMR	-1.643	0.582
background: EAS	-0.497	-0.735
background: EAS	-1.18	-1.531
background: EAS	-0.951	-1.46
background: EAS	-1.604	0.27
background: EAS	-1.762	-0.996
background: EAS	-1.697	-0.706
background: EAS	-0.781	-0.613
background: EAS	-1.54	-1.235
background: EAS	-1.742	-1.862
background: EAS	-0.776	-0.722
background: EAS	-1.175	-1.946
background: EAS	-1.622	-1.061
background: EAS	-0.891	-0.509
background: EAS	-1.212	-0.466
background: EAS	-1.289	-1.2
background: EAS	-0.819	-1.45
background: EAS	-1.559	-1.104
background: EAS	-1.08	-1.205
background: EAS	-0.924	-1.07
background: EAS	-1.136	-0.893
background: EUR	-0.33	1.246
background: EUR	-0.581	1.363
background: EUR	-0.273	0.203
background: EUR	0.535	1.126
background: EUR	-0.408	0.598
background: EUR	-0.97	1.795
background: EUR	-0.917	0.371
background: EUR	-0.44	0.632
background: EUR	0.523	1.908
background: EUR	-0.404	1.886
background: EUR	0.029	0.259
background: EUR	-0.088	1.057
background: EUR	-0.224	0.949
background: EUR	-0.433	1.589
background: EAS	-1.117	-1.359
background: AMR	-0.919	-0.463
background: AMR	-0.554	1.946
background: AFR	0.451	-1.962
background: AFR	2.174	-0.405
background: AMR	-0.292	-1.145
background: AMR	-1.587	0.871
background: AMR	-0.556	1.221
background: AMR	-1.463	-0.093
background: AMR	-1.208	-0.2
background: AMR	-1.818	-0.358
background: AMR	-1.031	1.095
background: AMR	-0.165	-1.048
background: AMR	-1.713	0.868
background: AMR	-0.392	-0.884
background: AMR	-1.008	0.506
background: AFR	2.109	-0.708
background: AFR	0.654	-0.162
background: AFR	0.882	1.235
background: AFR	0.474	0.118
background: AMR	-0.419	-0.477
background: AMR	-0.744	0.947
background: AMR	-1.571	0.716
background: AMR	-1.248	1.158
background: AMR	-0.406	0.486
background: AMR	-0.724	0.917
background: AMR	-0.01	-0.429
background: AMR	-0.351	0.005
background: AFR	1.363	-0.396
background: AFR	1.77	1.403
background: AFR	1.057	-0.485
background: AMR	-1.488	0.416
background: AFR	1.003	-0.344
background: AFR	1.613	-1.212
background: AFR	1.789	1.126
background: AFR	1.992	-1.215
background: AFR	0.635	-0.116
background: AFR	0.642	-0.558
background: AFR	1.426	-0.57
background: AFR	0.949	0.256
background: AFR	1.033	0.194
background: AFR	0.056	-0.461
background: AFR	0.548	0.125
background: AFR	0.739	-0.742
background: AFR	1.217	-1.281
background: AMR	-0.94	0.204
background: AMR	-1.226	0.142
background: EAS	-0.961	-0.894
background: EAS	-1.071	-1.741
background: EAS	-1.34	-0.874
background: EAS	-0.468	-0.991
background: EAS	-1.145	-0.918
background: EAS	-1.539	-0.51
background: EAS	-0.849	-1.304
background: EAS	-1.057	0.162
background: EAS	-0.54	-1.282
background: EAS	-1.957	-1.845
background: EAS	-1.059	-0.562
background: EAS	-0.491	-0.685
background: EAS	-0.963	0.523
background: EAS	-1.115	-1.002
background: EAS	-0.938	-2.528
background: EAS	-1.769	-1.728
background: EAS	-1.436	-1.747
background: EAS	-0.88	-1.161
background: EAS	-1.36	-1.437
background: EAS	-1.037	-1.182
background: EAS	-2.055	-1.243
background: EAS	-0.85	-0.888
background: EAS	-0.502	0.586
background: EAS	-1.043	-0.743
background: EAS	-1.509	-1.077
