Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	357	358	359	360	361	362	363	364	365	366	367	368	369	370	371	372	373	374	375	376	377	378	379	380	381	382	383	384	385	386	387	388	389	390	391	392	393	394	395	396	397	398	399	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	423	424	425	426	427	428	429	430	431	432	433	434	435	436	437	438	439	440	441	442	443	444	445	446	447	448	449	450	451	452	453	454	455	456	457	458	459	460	461	462	463	464	465	466	467	468	469	470	471	472	473	474	475	476	477	478	479	480	481	482	483	484	485	486	487	488	489	490	491	492	493	494	495	496	497	498	499	500	501	502	503	504	505	506	507	508	509	510	511	512	513	514	515	516	517	518	519	520	521	522	523	524	525	526	527	528	529	530	531	532	533	534	535	536	537	538	539	540	541	542	543	544	545	546	547	548	549	550	551	552	553	554	555	556	557	558	559	560	561	562	563	564	565	566	567	568	569	570	571	572	573	574	575	576	577	578	579	580	581	582	583	584	585	586	587	588	589	590	591	592	593	594	595	596	597	598	599
UG1_ANA0-HG001_DBC0_0.ug.sentdug.snv.sort	(1.1, 4714)	(5.3, 22440)	(9.5, 27)	(13.8, 8)	(18.1, 11)	(22.4, 11)	(27.3, 10)	(32.0, 21)	(36.4, 5)	(40.8, 12776)	(45.1, 1)	(49.4, 4)	(53.8, 11306)	(58.2, 12)	(62.5, 5)	(66.9, 16)	(71.2, 7)	(75.5, 4)	(80.0, 17)	(84.3, 19)	(88.6, 6)	(93.0, 29)	(97.3, 17)	(101.6, 8)	(106.1, 4)	(110.4, 9)	(114.8, 6031)	(119.1, 7)	(123.4, 4)	(127.9, 22)	(132.2, 11)	(136.5, 2)	(140.9, 15)	(145.2, 11)	(149.6, 4)	(154.0, 36)	(158.3, 12)	(162.6, 2)	(167.0, 23)	(171.4, 7)	(175.8, 3965)	(180.1, 5)	(184.4, 10)	(188.8, 3631)	(193.2, 14)	(197.5, 10)	(201.9, 40)	(206.2, 12)	(210.5, 3)	(215.0, 16)	(219.3, 12)	(223.6, 3)	(228.0, 29)	(232.3, 14)	(236.8, 2815)	(241.1, 4)	(245.4, 4)	(249.8, 2576)	(254.1, 8)	(258.5, 5)	(262.9, 25)	(267.2, 11)	(271.5, 7)	(275.9, 14)	(280.3, 5)	(284.6, 9)	(289.0, 15)	(293.3, 7)	(297.6, 9)	(302.0, 22)	(306.5, 3)	(310.9, 19)	(315.2, 9)	(319.5, 5)	(323.9, 17)	(328.3, 8)	(332.6, 5)	(337.0, 16)	(341.3, 9)	(345.6, 6)	(350.1, 3)	(354.4, 2)	(358.9, 16)	(363.2, 4)	(367.5, 2)	(372.0, 14)	(376.3, 4)	(380.6, 3)	(385.1, 6)	(389.4, 2)	(393.9, 18)	(398.2, 4)	(402.5, 1)	(406.9, 15)	(411.2, 5)	(415.6, 4)	(420.0, 14)	(424.4, 2)	(428.8, 1381)	(433.1, 1)	(437.5, 6)	(442.0, 7)	(446.4, 4)	(450.8, 1271)	(455.1, 2)	(459.5, 1)	(464.0, 11)	(468.5, 1)	(473.0, 6)	(477.3, 2)	(481.8, 1061)	(486.2, 4)	(490.5, 4)	(494.9, 5)	(499.2, 6)	(503.6, 0)	(508.3, 4)	(512.8, 1087)	(517.2, 5)	(521.6, 0)	(526.1, 4)	(530.5, 2)	(534.9, 8)	(539.2, 2)	(543.8, 868)	(548.2, 3)	(552.9, 6)	(557.4, 0)	(562.1, 2)	(566.5, 5)	(571.1, 0)	(575.5, 3)	(580.3, 4)	(584.9, 10)	(589.3, 2)	(593.8, 855)	(598.4, 5)	(602.9, 9)	(607.2, 5)	(611.6, 3)	(616.0, 11)	(620.5, 2)	(625.1, 0)	(629.6, 3)	(634.0, 4)	(638.5, 1)	(643.2, 3)	(647.8, 779)	(652.5, 3)	(657.0, 6)	(661.5, 2)	(665.9, 2)	(670.3, 2)	(674.8, 763)	(679.3, 3)	(683.8, 710)	(688.4, 2)	(693.5, 1)	(698.0, 7)	(702.4, 1)	(707.1, 1)	(711.5, 1)	(716.2, 4)	(720.6, 1)	(725.2, 2)	(730.0, 6)	(734.6, 1)	(739.6, 0)	(744.0, 5)	(748.4, 3)	(753.1, 0)	(757.5, 1)	(762.2, 2)	(766.8, 571)	(771.9, 7)	(776.8, 621)	(781.1, 1)	(786.0, 5)	(790.3, 2)	(795.0, 5)	(799.5, 1)	(804.2, 2)	(808.9, 2)	(813.5, 0)	(818.1, 0)	(823.0, 4)	(827.6, 1)	(832.5, 1)	(837.0, 2)	(841.6, 0)	(846.3, 3)	(851.0, 4)	(856.1, 1)	(861.0, 6)	(866.0, 1)	(871.2, 2)	(876.6, 3)	(881.5, 1)	(887.1, 1)	(892.8, 476)	(897.2, 2)	(901.9, 2)	(906.6, 1)	(911.5, 1)	(916.6, 1)	(922.0, 3)	(927.2, 4)	(932.3, 1)	(937.4, 0)	(942.4, 1)	(947.6, 1)	(952.9, 2)	(958.1, 1)	(963.3, 2)	(968.2, 2)	(973.5, 1)	(978.5, 2)	(984.8, 365)	(990.4, 2)	(996.2, 2)	(1001.6, 0)	(1006.8, 367)	(1012.3, 1)	(1017.8, 341)	(1022.6, 2)	(1027.9, 2)	(1033.0, 3)	(1039.4, 0)	(1044.9, 2)	(1050.5, 1)	(1055.8, 322)	(1061.2, 1)	(1066.2, 3)	(1071.3, 0)	(1076.5, 0)	(1082.5, 0)	(1088.5, 1)	(1094.8, 351)	(1099.9, 1)	(1106.0, 0)	(1112.0, 3)	(1117.8, 351)	(1123.5, 1)	(1129.2, 2)	(1134.9, 1)	(1140.4, 0)	(1146.0, 5)	(1152.3, 0)	(1157.9, 1)	(1165.0, 2)	(1171.1, 1)	(1177.0, 1)	(1182.8, 258)	(1188.5, 0)	(1195.0, 1)	(1201.4, 1)	(1207.9, 0)	(1214.0, 1)	(1220.8, 244)	(1227.2, 1)	(1232.4, 0)	(1238.1, 0)	(1245.2, 1)	(1251.0, 3)	(1257.8, 252)	(1264.3, 1)	(1271.0, 2)	(1278.2, 1)	(1285.0, 0)	(1292.8, 229)	(1299.0, 2)	(1306.8, 262)	(1313.5, 0)	(1322.0, 3)	(1329.8, 243)	(1338.1, 1)	(1346.0, 1)	(1353.3, 1)	(1361.0, 2)	(1368.0, 1)	(1375.3, 0)	(1384.0, 2)	(1391.8, 225)	(1399.9, 1)	(1407.8, 223)	(1415.0, 1)	(1424.8, 220)	(1432.9, 2)	(1442.2, 1)	(1450.8, 234)	(1460.2, 1)	(1469.9, 1)	(1479.6, 0)	(1487.3, 0)	(1499.1, 0)	(1510.9, 1)	(1521.1, 0)	(1532.1, 0)	(1543.9, 0)	(1555.0, 1)	(1568.2, 0)	(1578.1, 1)	(1593.8, 190)	(1608.4, 1)	(1622.8, 175)	(1636.2, 0)	(1651.8, 167)	(1665.8, 187)	(1679.0, 0)	(1691.3, 0)	(1706.0, 1)	(1722.8, 163)	(1738.8, 174)	(1756.8, 174)	(1774.9, 0)	(1791.2, 0)	(1810.0, 1)	(1829.9, 0)	(1848.0, 0)	(1872.8, 134)	(1889.8, 132)	(1912.9, 0)	(1934.9, 1)	(1963.8, 91)	(1987.1, 0)	(2016.2, 0)	(2043.8, 85)	(2071.8, 61)	(2104.8, 80)	(2131.0, 0)	(2160.2, 0)	(2192.8, 77)	(2227.8, 59)	(2259.8, 54)	(2288.8, 35)	(2323.8, 44)	(2358.8, 52)	(2391.8, 31)	(2423.8, 29)	(2457.8, 13)	(2495.8, 30)	(2532.9, 0)	(2567.8, 22)	(2602.8, 10)	(2634.8, 14)	(2667.8, 21)	(2704.8, 12)	(2742.8, 7)	(2778.8, 9)	(2813.8, 8)	(2846.8, 2)	(2884.1, 1)	(2919.8, 5)	(2956.8, 2)	(2994.8, 4)	(3029.8, 2)	(3069.8, 2)	(3105.8, 2)	(3142.8, 1)	(3180.8, 3)	(3217.8, 0)	(3256.8, 0)	(3294.8, 2)	(3329.8, 0)	(3367.8, 2)	(3404.8, 2)	(3443.8, 3)	(3482.8, 0)	(3520.8, 2)	(3557.2, 1)	(3595.8, 2)	(3633.8, 0)	(3672.8, 0)	(3711.8, 1)	(3750.8, 0)	(3788.8, 1)	(3826.8, 1)	(3864.8, 0)	(3903.8, 0)	(3941.8, 1)	(3980.8, 1)	(4018.8, 1)	(4054.8, 2)	(4093.8, 0)	(4130.8, 0)	(4168.8, 0)	(4207.8, 0)	(4244.8, 2)	(4281.8, 0)	(4320.8, 2)	(4359.8, 1)	(4397.8, 0)	(4434.8, 0)	(4472.8, 1)	(4511.8, 0)	(4549.8, 0)	(4589.8, 0)	(4628.8, 0)	(4667.8, 1)	(4706.8, 1)	(4745.8, 1)	(4784.8, 1)	(4823.8, 0)	(4863.8, 0)	(4901.8, 1)	(4944.8, 1)	(4982.8, 1)	(5020.8, 1)	(5061.8, 1)	(5102.8, 0)	(5141.8, 1)	(5179.8, 2)	(5218.8, 0)	(5258.8, 0)	(5297.8, 0)	(5337.8, 1)	(5377.8, 2)	(5417.8, 0)	(5456.8, 0)	(5497.8, 0)	(5538.8, 0)	(5577.8, 0)	(5617.8, 1)	(5659.8, 0)	(5700.8, 0)	(5740.8, 0)	(5781.8, 2)	(5826.8, 0)	(5867.8, 0)	(5908.8, 1)	(5951.8, 0)	(5993.8, 0)	(6038.8, 1)	(6082.8, 0)	(6123.8, 0)	(6165.8, 0)	(6207.8, 0)	(6250.8, 0)	(6291.8, 0)	(6336.8, 0)	(6383.8, 0)	(6430.8, 0)	(6476.8, 0)	(6520.8, 0)	(6562.8, 0)	(6604.8, 0)	(6648.8, 0)	(6694.8, 0)	(6738.8, 0)	(6782.8, 0)	(6827.8, 0)	(6876.8, 0)	(6921.8, 1)	(6971.8, 0)	(7020.8, 0)	(7065.8, 0)	(7108.8, 1)	(7158.8, 0)	(7203.8, 0)	(7255.8, 0)	(7299.8, 0)	(7348.8, 0)	(7395.8, 0)	(7444.8, 0)	(7494.8, 1)	(7541.8, 0)	(7592.8, 0)	(7638.8, 0)	(7692.8, 0)	(7745.8, 0)	(7794.8, 0)	(7847.8, 0)	(7904.8, 0)	(7952.8, 0)	(8002.8, 0)	(8058.8, 0)	(8121.8, 0)	(8176.8, 0)	(8234.8, 0)	(8295.8, 1)	(8354.8, 1)	(8408.8, 0)	(8463.8, 0)	(8531.8, 0)	(8606.8, 0)	(8671.8, 0)	(8733.8, 0)	(8785.8, 0)	(8842.8, 0)	(8906.8, 2)	(8978.8, 0)	(9047.8, 0)	(9128.8, 1)	(9193.8, 0)	(9261.8, 0)	(9317.8, 0)	(9403.8, 0)	(9477.8, 0)	(9563.8, 1)	(9645.8, 0)	(9718.8, 0)	(9797.8, 0)	(9871.8, 0)	(9941.8, 0)	(10025.9, 0)	(10112.9, 0)	(10204.9, 0)	(10300.9, 0)	(10372.9, 0)	(10451.9, 0)	(10565.9, 0)	(10685.9, 0)	(10796.9, 1)	(10868.9, 0)	(10950.9, 1)	(11079.9, 0)	(11167.9, 0)	(11266.9, 1)	(11384.9, 0)	(11505.9, 0)	(11620.9, 0)	(11774.9, 0)	(11894.9, 0)	(12027.9, 0)	(12147.9, 0)	(12276.9, 0)	(12398.9, 0)	(12555.9, 0)	(12749.9, 0)	(12928.9, 0)	(13058.9, 0)	(13212.9, 0)	(13350.9, 0)	(13492.9, 0)	(13675.9, 0)	(13844.9, 1)	(14019.9, 0)	(14177.9, 0)	(14388.9, 0)	(14612.9, 0)	(14796.9, 0)	(15006.9, 0)	(15251.9, 0)	(15475.9, 0)	(15741.9, 0)	(15991.9, 0)	(16228.9, 0)	(16453.9, 0)	(16752.9, 0)	(16955.9, 0)	(17213.9, 0)	(17529.9, 0)	(17906.9, 0)	(18208.9, 0)	(18495.9, 0)	(18873.9, 0)	(19241.9, 0)	(19521.9, 0)	(19919.9, 0)	(20346.9, 0)	(20819.9, 0)	(21383.9, 0)	(21842.9, 0)	(22453.9, 0)	(23009.9, 1)	(23420.9, 0)	(23994.9, 0)	(24650.9, 0)	(25360.9, 0)	(26223.9, 0)	(27180.9, 0)	(27807.9, 0)	(28670.9, 0)	(29512.9, 0)	(30424.9, 0)	(32198.9, 1)	(33551.9, 0)	(35235.9, 0)	(37053.9, 0)	(38880.9, 0)	(40771.9, 0)	(43376.9, 0)	(45997.9, 0)	(48329.9, 0)	(51280.9, 0)	(54251.9, 0)	(56487.9, 0)	(61121.9, 0)	(66288.9, 0)	(71618.9, 0)	(76769.9, 0)	(81416.9, 0)	(89474.9, 0)	(95396.9, 0)	(106099.9, 0)	(118799.9, 0)	(132869.9, 0)	(158899.9, 0)	(231099.9, 0)	(417649.9, 0)
UG1_ANA0-HG002_DBC0_0.ug.sentdug.snv.sort	(1.0, 2)	(5.6, 13)	(9.9, 10)	(14.3, 3)	(18.8, 19320)	(23.4, 8)	(28.4, 6)	(33.2, 10)	(37.6, 6)	(42.2, 13)	(46.6, 9)	(51.2, 12)	(55.6, 6)	(60.2, 16)	(64.6, 6)	(69.2, 18)	(73.6, 32)	(78.2, 14)	(82.6, 9)	(87.2, 7)	(91.6, 5)	(96.2, 10)	(100.6, 7)	(105.2, 4)	(109.6, 11)	(114.2, 8)	(118.6, 6)	(123.2, 14)	(127.6, 6)	(132.2, 8)	(136.6, 6)	(141.2, 13)	(145.6, 5)	(150.2, 19)	(154.6, 9)	(159.2, 11)	(163.6, 4)	(168.2, 13)	(172.6, 10)	(177.2, 13)	(181.6, 9)	(186.2, 14)	(190.6, 7)	(195.2, 12)	(199.6, 2)	(204.2, 7)	(208.6, 6)	(213.2, 21)	(217.8, 3138)	(222.2, 13)	(226.8, 3063)	(231.2, 11)	(235.8, 2956)	(240.2, 11)	(244.8, 2891)	(249.2, 10)	(253.8, 2754)	(258.2, 9)	(262.8, 2667)	(267.2, 12)	(271.8, 2577)	(276.2, 9)	(280.8, 2454)	(285.2, 13)	(289.8, 2341)	(294.2, 16)	(298.9, 22)	(303.3, 9)	(307.9, 24)	(312.3, 10)	(316.9, 16)	(321.3, 10)	(325.9, 15)	(330.3, 6)	(334.9, 15)	(339.3, 6)	(343.9, 19)	(348.3, 7)	(352.9, 18)	(357.3, 11)	(361.9, 15)	(366.3, 10)	(370.9, 22)	(375.4, 5)	(380.0, 15)	(384.4, 2)	(389.1, 3)	(393.5, 2)	(398.1, 2)	(402.5, 4)	(407.1, 3)	(411.5, 2)	(416.1, 3)	(420.6, 3)	(425.1, 2)	(429.6, 1)	(434.1, 1)	(438.8, 1294)	(443.3, 8)	(448.0, 7)	(452.4, 1)	(457.0, 13)	(461.5, 2)	(466.1, 2)	(470.5, 2)	(475.1, 3)	(479.6, 1)	(484.5, 4)	(489.0, 8)	(493.5, 1)	(498.0, 12)	(502.5, 3)	(507.1, 4)	(511.6, 2)	(516.1, 0)	(520.6, 1)	(525.1, 1)	(529.9, 10)	(534.4, 4)	(539.1, 3)	(543.8, 899)	(548.3, 4)	(552.9, 17)	(557.4, 1)	(561.9, 7)	(566.4, 2)	(570.9, 6)	(575.5, 1)	(580.0, 9)	(584.5, 3)	(589.0, 9)	(593.6, 4)	(598.2, 6)	(602.9, 5)	(607.4, 3)	(612.1, 6)	(616.6, 0)	(621.4, 0)	(626.2, 3)	(631.0, 9)	(636.0, 6)	(640.8, 744)	(645.4, 2)	(650.0, 3)	(654.6, 1)	(659.2, 2)	(664.0, 7)	(668.6, 1)	(673.3, 1)	(678.0, 11)	(682.6, 1)	(687.1, 2)	(691.6, 2)	(696.4, 0)	(701.0, 4)	(705.5, 1)	(710.3, 1)	(714.8, 597)	(719.3, 1)	(724.0, 5)	(729.0, 6)	(733.8, 597)	(738.8, 623)	(743.6, 1)	(748.6, 0)	(753.3, 2)	(758.3, 0)	(763.3, 4)	(768.1, 2)	(772.8, 613)	(777.8, 590)	(782.4, 2)	(787.8, 584)	(792.9, 3)	(797.9, 7)	(803.0, 6)	(808.0, 3)	(812.9, 1)	(818.0, 1)	(822.5, 0)	(827.5, 0)	(832.4, 0)	(837.4, 1)	(842.2, 1)	(847.2, 2)	(852.9, 3)	(857.8, 527)	(862.9, 4)	(867.9, 2)	(873.0, 5)	(878.0, 3)	(883.5, 1)	(888.5, 0)	(893.2, 2)	(898.2, 4)	(903.3, 2)	(908.2, 1)	(913.8, 464)	(919.5, 1)	(924.9, 1)	(930.2, 3)	(935.3, 2)	(940.3, 0)	(945.5, 0)	(950.6, 0)	(955.8, 436)	(961.0, 2)	(966.0, 3)	(971.2, 2)	(976.9, 3)	(982.8, 415)	(988.1, 0)	(993.8, 334)	(999.3, 2)	(1005.2, 1)	(1010.8, 401)	(1015.9, 0)	(1021.0, 1)	(1026.8, 320)	(1032.8, 351)	(1038.9, 3)	(1044.1, 2)	(1049.8, 385)	(1055.8, 347)	(1060.8, 350)	(1066.8, 319)	(1072.3, 0)	(1078.6, 0)	(1084.5, 2)	(1090.2, 1)	(1096.1, 0)	(1102.1, 0)	(1108.0, 2)	(1112.9, 2)	(1118.8, 279)	(1125.9, 1)	(1131.9, 3)	(1137.1, 0)	(1143.1, 1)	(1149.9, 5)	(1155.6, 0)	(1161.3, 1)	(1167.9, 1)	(1173.0, 2)	(1178.5, 1)	(1184.6, 1)	(1190.6, 1)	(1196.9, 6)	(1203.1, 1)	(1209.2, 2)	(1215.8, 267)	(1222.8, 237)	(1230.0, 2)	(1236.1, 1)	(1243.0, 1)	(1249.5, 1)	(1256.3, 1)	(1263.9, 2)	(1271.0, 1)	(1278.4, 0)	(1286.4, 2)	(1294.9, 1)	(1302.0, 2)	(1308.3, 1)	(1314.9, 2)	(1322.8, 244)	(1329.6, 1)	(1336.0, 0)	(1343.9, 0)	(1351.1, 0)	(1359.0, 2)	(1366.4, 1)	(1375.8, 235)	(1383.3, 1)	(1390.9, 1)	(1398.9, 4)	(1407.3, 1)	(1417.5, 1)	(1424.8, 211)	(1435.3, 0)	(1443.6, 0)	(1452.8, 209)	(1461.2, 1)	(1471.8, 205)	(1480.6, 1)	(1489.6, 1)	(1499.5, 0)	(1512.0, 0)	(1522.6, 1)	(1533.9, 0)	(1543.2, 1)	(1554.8, 187)	(1564.8, 198)	(1576.3, 0)	(1588.3, 0)	(1599.6, 0)	(1610.9, 0)	(1623.9, 0)	(1636.0, 1)	(1650.8, 160)	(1662.8, 148)	(1675.8, 165)	(1691.2, 0)	(1703.0, 0)	(1717.8, 168)	(1731.9, 1)	(1747.1, 1)	(1762.9, 1)	(1779.8, 188)	(1797.0, 1)	(1816.8, 160)	(1836.0, 0)	(1853.4, 0)	(1875.8, 136)	(1894.8, 140)	(1917.2, 0)	(1938.2, 1)	(1961.8, 279)	(1990.4, 0)	(2017.8, 112)	(2041.8, 123)	(2068.8, 88)	(2095.9, 1)	(2126.2, 0)	(2153.8, 88)	(2189.8, 77)	(2221.4, 0)	(2247.8, 44)	(2275.8, 62)	(2307.8, 62)	(2337.0, 0)	(2365.8, 31)	(2397.8, 39)	(2431.8, 35)	(2468.8, 28)	(2501.8, 113)	(2539.8, 17)	(2577.8, 12)	(2613.0, 0)	(2649.0, 0)	(2687.8, 8)	(2726.8, 29)	(2765.8, 5)	(2802.8, 4)	(2838.8, 4)	(2878.8, 4)	(2916.8, 2)	(2953.8, 3)	(2991.8, 2)	(3029.8, 0)	(3069.8, 1)	(3107.8, 0)	(3146.8, 2)	(3186.8, 3)	(3225.8, 3)	(3264.9, 0)	(3304.8, 0)	(3342.8, 1)	(3381.8, 0)	(3420.8, 1)	(3457.9, 1)	(3493.8, 1)	(3533.8, 3)	(3571.8, 4)	(3611.8, 1)	(3651.8, 2)	(3692.8, 1)	(3731.8, 1)	(3770.8, 2)	(3811.8, 0)	(3850.8, 0)	(3889.8, 1)	(3926.8, 0)	(3966.8, 0)	(4005.8, 0)	(4046.8, 0)	(4085.8, 2)	(4125.8, 0)	(4165.8, 0)	(4205.8, 0)	(4245.8, 0)	(4285.8, 1)	(4324.8, 0)	(4365.8, 1)	(4405.8, 0)	(4445.8, 1)	(4485.8, 0)	(4525.8, 1)	(4565.8, 0)	(4606.8, 0)	(4644.8, 0)	(4685.8, 0)	(4724.8, 2)	(4764.8, 1)	(4805.8, 0)	(4846.8, 2)	(4884.8, 1)	(4926.8, 0)	(4966.8, 2)	(5007.8, 0)	(5046.8, 0)	(5086.8, 0)	(5127.8, 0)	(5168.8, 0)	(5208.0, 0)	(5249.8, 1)	(5291.8, 0)	(5333.0, 0)	(5374.8, 0)	(5416.8, 0)	(5457.8, 0)	(5498.8, 0)	(5539.8, 0)	(5580.8, 0)	(5622.8, 0)	(5663.8, 0)	(5706.8, 0)	(5747.8, 0)	(5789.8, 0)	(5829.8, 0)	(5872.8, 0)	(5913.8, 0)	(5957.8, 0)	(5996.8, 0)	(6037.8, 0)	(6079.9, 0)	(6123.8, 0)	(6168.8, 1)	(6211.8, 1)	(6252.8, 1)	(6300.8, 0)	(6340.8, 0)	(6383.8, 0)	(6429.8, 0)	(6476.8, 0)	(6519.8, 0)	(6564.8, 1)	(6609.8, 0)	(6652.8, 0)	(6699.8, 1)	(6744.8, 0)	(6789.8, 0)	(6834.8, 0)	(6876.8, 0)	(6924.8, 1)	(6970.8, 0)	(7018.8, 1)	(7065.8, 0)	(7114.8, 0)	(7162.8, 0)	(7215.8, 0)	(7262.8, 1)	(7317.8, 0)	(7370.8, 0)	(7424.8, 0)	(7479.8, 0)	(7531.8, 0)	(7584.8, 0)	(7639.8, 0)	(7690.8, 0)	(7744.8, 0)	(7794.8, 0)	(7852.8, 0)	(7905.8, 0)	(7957.8, 0)	(8005.8, 0)	(8060.8, 0)	(8114.8, 0)	(8168.8, 0)	(8218.8, 0)	(8278.8, 0)	(8336.8, 1)	(8389.8, 1)	(8446.8, 0)	(8503.8, 0)	(8566.8, 0)	(8624.8, 0)	(8677.8, 0)	(8726.8, 0)	(8788.8, 0)	(8854.8, 1)	(8920.8, 0)	(8993.8, 0)	(9053.8, 0)	(9122.8, 0)	(9198.8, 0)	(9256.8, 2)	(9334.8, 0)	(9401.8, 1)	(9484.8, 0)	(9570.8, 0)	(9653.8, 0)	(9721.8, 0)	(9806.8, 0)	(9897.8, 0)	(9978.8, 0)	(10054.9, 0)	(10131.9, 0)	(10223.9, 0)	(10313.9, 1)	(10392.9, 0)	(10481.9, 1)	(10567.9, 0)	(10639.9, 0)	(10754.9, 0)	(10865.9, 0)	(10952.9, 0)	(11060.9, 0)	(11165.9, 0)	(11258.9, 1)	(11377.9, 0)	(11485.9, 0)	(11577.9, 0)	(11704.9, 0)	(11836.9, 0)	(11943.9, 0)	(12060.9, 0)	(12197.9, 0)	(12322.9, 0)	(12420.9, 0)	(12544.9, 0)	(12712.9, 0)	(12864.9, 0)	(13046.9, 0)	(13192.9, 0)	(13339.9, 0)	(13531.9, 0)	(13709.9, 0)	(13865.9, 0)	(14095.9, 0)	(14280.9, 0)	(14455.9, 0)	(14640.9, 0)	(14799.9, 0)	(14990.9, 0)	(15178.9, 0)	(15391.9, 0)	(15586.9, 0)	(15818.9, 0)	(16018.9, 0)	(16223.9, 0)	(16494.9, 0)	(16671.9, 1)	(16916.9, 0)	(17161.9, 0)	(17389.9, 0)	(17681.9, 0)	(18027.9, 0)	(18305.9, 0)	(18541.9, 0)	(18795.9, 0)	(19046.9, 0)	(19381.9, 0)	(19768.9, 0)	(20074.9, 1)	(20511.9, 0)	(20913.9, 0)	(21351.9, 0)	(21676.9, 0)	(22225.9, 0)	(22756.9, 0)	(23259.9, 0)	(23755.9, 0)	(24268.9, 0)	(24777.9, 0)	(25255.9, 0)	(25831.9, 0)	(26574.9, 0)	(27448.9, 0)	(28242.9, 0)	(29144.9, 0)	(30242.9, 0)	(31349.9, 0)	(32424.9, 0)	(33435.9, 0)	(34605.9, 0)	(36146.9, 0)	(37889.9, 0)	(39675.9, 0)	(41295.9, 0)	(42985.9, 0)	(44337.9, 0)	(46274.9, 0)	(48790.9, 0)	(51094.9, 0)	(53540.9, 0)	(55986.9, 0)	(59280.9, 0)	(62930.9, 0)	(67169.9, 0)	(70604.9, 0)	(78067.9, 0)	(85965.9, 0)	(94795.9, 0)	(103299.9, 0)	(114429.9, 0)	(132829.9, 0)	(164499.9, 0)	(245919.9, 0)	(373619.9, 0)
