SampleID,SNPts F-score,SNPtv F-score,SNPts+tv/2 F-score,INSlt50 F-score,DELlt50 F-score,INDELlt50 F-score
HG001,0.9973620820272276,0.9967984457805008,0.9970802639038643,0.9962612098753186,0.9979616256751428,
HG002,0.9968697365354254,0.9965669142190552,0.9967183253772403,0.9961122490523212,0.997700594919165,
