Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205	206	207	208	209	210	211	212	213	214	215	216	217	218	219	220	221	222	223	224	225	226	227	228	229	230	231	232	233	234	235	236	237	238	239	240	241	242	243	244	245	246	247	248	249	250	251	252	253	254	255	256	257	258	259	260	261	262	263	264	265	266	267	268	269	270	271	272	273	274	275	276	277	278	279	280	281	282	283	284	285	286	287	288	289	290	291	292	293	294	295	296	297	298	299	300	301	302	303	304	305	306	307	308	309	310	311	312	313	314	315	316	317	318	319	320	321	322	323	324	325	326	327	328	329	330	331	332	333	334	335	336	337	338	339	340	341	342	343	344	345	346	347	348	349	350	351	352	353	354	355	356	357	358	359	360	361	362	363	364	365	366	367	368	369	370	371	372	373	374	375	376	377	378	379	380	381	382	383	384	385	386	387	388	389	390	391	392	393	394	395	396	397	398	399	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	423	424	425	426	427	428	429	430	431	432	433	434	435	436	437	438	439	440	441	442	443	444	445	446	447	448	449	450	451	452	453	454	455	456	457	458	459	460	461	462	463	464	465	466	467	468	469	470	471	472	473	474	475	476	477	478	479	480	481	482	483	484	485	486	487	488	489	490	491	492	493	494	495	496	497	498	499	500	501	502	503	504	505	506	507	508	509	510	511	512	513	514	515	516	517	518	519	520	521	522	523	524	525	526	527	528	529	530	531	532	533	534	535	536	537	538	539	540	541	542	543	544	545	546	547	548	549	550	551	552	553	554	555	556	557	558	559	560	561	562	563	564	565	566	567	568	569	570	571	572	573	574	575	576	577	578	579	580	581	582	583	584	585	586	587	588	589	590	591	592	593	594	595	596	597	598	599
ONT1_ANA0-HG001_DBC0_0.ont.sentdont.snv.sort	(1.0, 1)	(7.0, 10)	(12.3, 0)	(17.9, 20208)	(23.4, 0)	(29.6, 8)	(35.2, 1)	(40.5, 2)	(45.6, 1)	(50.8, 7752)	(56.0, 29)	(61.1, 9)	(66.3, 28)	(71.4, 18)	(76.5, 11)	(81.8, 5015)	(86.9, 81)	(92.1, 21)	(97.2, 34)	(102.3, 58)	(107.5, 22)	(112.6, 14)	(117.8, 3648)	(123.0, 100)	(128.1, 16)	(133.3, 29)	(138.4, 16)	(143.5, 18)	(148.8, 3127)	(153.9, 77)	(159.1, 16)	(164.2, 30)	(169.3, 39)	(174.5, 13)	(179.6, 6)	(184.8, 2500)	(190.0, 62)	(195.1, 15)	(200.3, 20)	(205.4, 16)	(210.5, 12)	(215.8, 2530)	(220.9, 48)	(226.1, 15)	(231.2, 27)	(236.3, 22)	(241.5, 19)	(246.6, 11)	(251.8, 2628)	(257.0, 31)	(262.1, 11)	(267.3, 20)	(272.4, 6)	(277.5, 8)	(282.8, 1377)	(287.9, 31)	(293.1, 10)	(298.2, 17)	(303.3, 12)	(308.5, 6)	(313.6, 2)	(318.8, 1188)	(324.0, 33)	(329.1, 5)	(334.3, 15)	(339.4, 9)	(344.5, 9)	(349.8, 1082)	(354.9, 31)	(360.0, 27)	(365.2, 6)	(370.3, 11)	(375.5, 6)	(380.6, 4)	(385.8, 887)	(391.0, 21)	(396.1, 2)	(401.3, 11)	(406.4, 4)	(411.5, 2)	(416.8, 1167)	(421.9, 19)	(427.0, 11)	(432.2, 7)	(437.4, 4)	(442.6, 5)	(447.8, 829)	(453.0, 15)	(458.2, 8)	(463.3, 2)	(468.5, 4)	(473.8, 1479)	(478.9, 9)	(484.1, 3)	(489.3, 6)	(494.4, 2)	(499.6, 1)	(504.8, 759)	(510.1, 2)	(515.2, 2)	(520.8, 729)	(526.0, 9)	(531.2, 5)	(536.5, 3)	(542.0, 6)	(547.2, 5)	(552.4, 1)	(557.8, 1394)	(562.9, 8)	(568.1, 1)	(573.4, 3)	(578.6, 2)	(583.9, 7)	(589.1, 2)	(594.3, 4)	(599.9, 8)	(605.4, 1)	(610.6, 1)	(615.9, 4)	(621.2, 4)	(626.9, 7)	(632.3, 6)	(637.9, 5)	(643.3, 3)	(649.1, 1)	(654.3, 4)	(659.9, 5)	(665.8, 930)	(671.4, 0)	(677.2, 0)	(682.6, 1)	(688.2, 1)	(693.8, 584)	(699.1, 1)	(704.5, 2)	(711.0, 3)	(716.8, 749)	(722.8, 831)	(728.9, 6)	(734.6, 4)	(740.4, 1)	(746.0, 4)	(752.4, 1)	(758.4, 0)	(764.8, 755)	(771.2, 2)	(777.4, 2)	(783.4, 1)	(789.8, 374)	(796.5, 1)	(802.9, 0)	(808.8, 395)	(814.9, 0)	(821.0, 3)	(826.8, 352)	(833.8, 604)	(840.9, 2)	(847.6, 2)	(855.0, 1)	(861.4, 3)	(869.3, 0)	(876.0, 2)	(882.3, 1)	(890.8, 417)	(898.1, 0)	(904.8, 327)	(911.1, 1)	(917.3, 1)	(924.8, 326)	(931.3, 1)	(938.6, 0)	(945.8, 247)	(952.9, 2)	(960.0, 2)	(968.2, 1)	(975.5, 0)	(983.2, 1)	(989.8, 501)	(996.1, 1)	(1004.3, 0)	(1012.3, 2)	(1020.5, 0)	(1028.8, 307)	(1035.8, 225)	(1044.6, 0)	(1053.0, 1)	(1061.9, 0)	(1069.3, 0)	(1076.4, 0)	(1084.9, 1)	(1093.3, 0)	(1101.8, 234)	(1109.8, 278)	(1117.5, 0)	(1125.9, 1)	(1136.3, 1)	(1145.3, 0)	(1154.8, 241)	(1162.4, 1)	(1171.0, 0)	(1181.2, 1)	(1189.8, 263)	(1198.2, 1)	(1208.1, 1)	(1219.3, 0)	(1230.2, 0)	(1239.2, 0)	(1248.0, 1)	(1258.2, 0)	(1269.2, 0)	(1280.0, 0)	(1289.2, 0)	(1301.1, 0)	(1313.2, 1)	(1323.4, 1)	(1334.1, 0)	(1346.8, 168)	(1358.8, 177)	(1370.0, 1)	(1382.9, 1)	(1395.3, 0)	(1408.8, 160)	(1419.9, 0)	(1435.0, 0)	(1448.3, 0)	(1460.5, 0)	(1474.8, 107)	(1490.5, 0)	(1505.0, 0)	(1520.9, 1)	(1537.0, 0)	(1555.0, 0)	(1569.8, 81)	(1582.0, 1)	(1601.0, 0)	(1616.9, 0)	(1636.0, 0)	(1655.5, 0)	(1670.8, 80)	(1691.8, 1445)	(1707.6, 0)	(1729.9, 0)	(1749.8, 55)	(1773.5, 0)	(1790.8, 50)	(1814.9, 0)	(1837.2, 0)	(1860.8, 44)	(1882.8, 19)	(1909.8, 49)	(1934.8, 33)	(1959.8, 21)	(1985.8, 27)	(2015.0, 0)	(2041.8, 24)	(2068.8, 13)	(2092.1, 0)	(2118.8, 16)	(2145.8, 8)	(2170.8, 9)	(2194.8, 7)	(2221.8, 22)	(2249.2, 0)	(2274.8, 9)	(2299.8, 6)	(2325.6, 0)	(2354.8, 5)	(2384.8, 9)	(2413.0, 0)	(2444.2, 0)	(2475.8, 5)	(2501.9, 0)	(2531.9, 0)	(2564.8, 2)	(2597.9, 0)	(2633.8, 3)	(2663.8, 6)	(2691.8, 3)	(2724.8, 2)	(2758.0, 0)	(2790.8, 1)	(2823.8, 2)	(2860.8, 4)	(2897.3, 0)	(2936.8, 6)	(2976.8, 3)	(3011.9, 0)	(3051.8, 1)	(3088.8, 3)	(3128.0, 0)	(3167.8, 1)	(3204.8, 2)	(3241.8, 0)	(3283.8, 3)	(3324.0, 0)	(3362.8, 4)	(3402.8, 1)	(3443.8, 1)	(3482.8, 1)	(3520.8, 2)	(3559.8, 2)	(3603.8, 0)	(3641.8, 0)	(3682.8, 3)	(3723.8, 2)	(3757.6, 0)	(3800.8, 1)	(3839.8, 3)	(3877.8, 0)	(3916.8, 2)	(3953.8, 5)	(3995.0, 0)	(4035.8, 1)	(4077.8, 1)	(4118.3, 2)	(4156.8, 5)	(4196.8, 0)	(4240.8, 1)	(4282.8, 3)	(4322.8, 3)	(4368.8, 1)	(4409.8, 0)	(4453.8, 2)	(4497.8, 2)	(4536.8, 0)	(4580.8, 1)	(4625.8, 3)	(4669.8, 1)	(4712.8, 1)	(4757.8, 4)	(4802.8, 2)	(4845.8, 2)	(4886.0, 1)	(4932.8, 1)	(4975.8, 1)	(5017.8, 0)	(5062.8, 1)	(5103.8, 0)	(5149.8, 0)	(5195.8, 0)	(5240.8, 0)	(5283.8, 2)	(5327.8, 0)	(5374.8, 1)	(5419.8, 2)	(5462.8, 0)	(5508.8, 1)	(5552.8, 0)	(5595.8, 0)	(5639.8, 1)	(5682.8, 0)	(5730.8, 0)	(5774.8, 1)	(5820.8, 1)	(5866.8, 0)	(5911.8, 0)	(5958.8, 1)	(6003.8, 0)	(6046.8, 1)	(6094.8, 0)	(6138.8, 1)	(6186.8, 0)	(6232.8, 0)	(6278.8, 1)	(6325.8, 0)	(6370.8, 0)	(6414.8, 0)	(6459.8, 0)	(6506.8, 2)	(6553.8, 1)	(6601.8, 1)	(6645.8, 0)	(6691.8, 0)	(6737.8, 1)	(6784.8, 0)	(6831.8, 1)	(6877.8, 1)	(6924.8, 0)	(6969.8, 0)	(7015.8, 0)	(7061.8, 2)	(7105.8, 0)	(7155.8, 0)	(7200.8, 0)	(7248.8, 0)	(7296.8, 0)	(7343.8, 1)	(7393.8, 0)	(7446.8, 0)	(7496.8, 3)	(7549.8, 0)	(7596.8, 0)	(7646.8, 0)	(7695.8, 0)	(7744.8, 0)	(7796.8, 0)	(7845.8, 0)	(7895.8, 0)	(7945.8, 0)	(7994.8, 0)	(8047.8, 0)	(8099.8, 0)	(8148.8, 0)	(8194.8, 0)	(8248.8, 1)	(8306.8, 1)	(8361.8, 0)	(8419.8, 0)	(8474.8, 0)	(8527.8, 0)	(8583.6, 0)	(8636.8, 0)	(8688.3, 0)	(8745.8, 0)	(8798.8, 0)	(8849.8, 1)	(8908.8, 0)	(8964.8, 1)	(9020.8, 0)	(9072.8, 0)	(9125.8, 0)	(9181.8, 0)	(9241.8, 0)	(9294.8, 0)	(9349.8, 0)	(9408.6, 0)	(9460.8, 0)	(9520.8, 0)	(9578.8, 0)	(9642.8, 0)	(9697.8, 0)	(9756.8, 0)	(9817.8, 0)	(9869.8, 1)	(9928.8, 0)	(9983.8, 1)	(10040.9, 1)	(10102.9, 0)	(10159.9, 0)	(10219.9, 0)	(10285.9, 0)	(10346.9, 0)	(10404.9, 0)	(10465.9, 0)	(10528.9, 0)	(10597.9, 0)	(10663.9, 0)	(10735.9, 0)	(10809.9, 0)	(10879.9, 0)	(10954.9, 0)	(11023.9, 0)	(11087.9, 1)	(11149.9, 0)	(11215.9, 1)	(11290.9, 0)	(11378.9, 0)	(11457.9, 2)	(11529.9, 1)	(11600.9, 1)	(11665.9, 0)	(11737.9, 0)	(11828.9, 0)	(11928.9, 0)	(12000.9, 2)	(12076.9, 0)	(12174.9, 0)	(12251.9, 0)	(12325.9, 0)	(12414.9, 0)	(12502.9, 0)	(12588.9, 0)	(12689.9, 0)	(12797.9, 0)	(12904.9, 0)	(13016.9, 0)	(13130.9, 1)	(13206.9, 2)	(13318.9, 0)	(13417.9, 0)	(13533.9, 0)	(13665.9, 0)	(13761.9, 0)	(13865.9, 0)	(13959.9, 0)	(14064.9, 0)	(14168.9, 0)	(14284.9, 1)	(14391.9, 0)	(14521.9, 0)	(14626.9, 0)	(14733.9, 0)	(14862.9, 0)	(14972.9, 0)	(15091.9, 0)	(15226.9, 0)	(15333.9, 0)	(15452.9, 0)	(15588.9, 0)	(15711.9, 0)	(15874.9, 0)	(16011.9, 0)	(16150.9, 0)	(16327.9, 0)	(16524.9, 0)	(16702.9, 0)	(16858.9, 0)	(17044.9, 1)	(17214.9, 0)	(17459.9, 0)	(17616.9, 0)	(17792.9, 0)	(17955.9, 0)	(18102.9, 0)	(18254.9, 0)	(18439.9, 0)	(18592.9, 0)	(18769.9, 0)	(18921.9, 0)	(19103.9, 0)	(19328.9, 0)	(19479.9, 0)	(19657.9, 0)	(19895.9, 0)	(20236.9, 0)	(20398.9, 0)	(20632.9, 0)	(20798.9, 1)	(21037.9, 0)	(21270.9, 0)	(21514.9, 1)	(21704.9, 0)	(21928.9, 0)	(22189.9, 0)	(22489.9, 0)	(22759.9, 1)	(23027.9, 0)	(23325.9, 0)	(23557.9, 1)	(23953.9, 0)	(24243.9, 0)	(24600.9, 0)	(25013.9, 0)	(25478.9, 0)	(25949.9, 0)	(26425.9, 0)	(26976.9, 0)	(27479.9, 0)	(27975.9, 0)	(28708.9, 0)	(29351.9, 0)	(30021.9, 0)	(30785.9, 0)	(31528.9, 1)	(32556.9, 0)	(34135.9, 0)	(35953.9, 0)	(37378.9, 0)	(38692.9, 0)	(41228.9, 0)	(42826.9, 0)	(44926.9, 0)	(46508.9, 1)	(48991.9, 0)	(51102.9, 1)	(53691.9, 0)	(56089.9, 0)	(60235.9, 0)	(63888.9, 1)	(67050.9, 0)	(69536.9, 0)	(72113.9, 0)	(74953.9, 0)	(78752.9, 0)	(84416.9, 0)	(89570.9, 0)	(94084.9, 0)	(96228.9, 0)	(104699.9, 0)	(113449.9, 2)	(123669.9, 0)	(132269.9, 0)	(137669.9, 0)	(151949.9, 0)	(162209.9, 0)	(175479.9, 0)	(185649.9, 0)	(194929.9, 0)	(207429.9, 0)	(226399.9, 0)	(256379.9, 0)	(278199.9, 1)	(298889.9, 0)	(326949.9, 0)	(342399.9, 0)	(380579.9, 0)	(406199.9, 0)	(456429.9, 0)	(536039.9, 0)	(669469.9, 0)
ONT1_ANA0-HG002_DBC0_0.ont.sentdont.snv.sort	(1.1, 678)	(9.6, 5)	(17.5, 1)	(25.8, 7821)	(34.4, 0)	(42.8, 6643)	(50.3, 3)	(58.1, 2)	(65.3, 11)	(72.4, 3)	(79.6, 3)	(87.0, 17)	(94.1, 4)	(101.3, 19)	(108.5, 11)	(115.6, 6)	(122.9, 41)	(130.1, 16)	(137.3, 24)	(144.4, 9)	(151.6, 18)	(158.9, 44)	(166.0, 51)	(173.2, 15)	(180.4, 9)	(187.5, 9)	(194.8, 2655)	(202.0, 46)	(209.2, 15)	(216.3, 18)	(223.5, 15)	(230.8, 2465)	(237.9, 40)	(245.1, 9)	(252.3, 15)	(259.4, 7)	(266.6, 11)	(273.9, 25)	(281.1, 4)	(288.2, 13)	(295.4, 8)	(302.6, 5)	(309.8, 1505)	(317.0, 30)	(324.2, 8)	(331.3, 17)	(338.5, 10)	(345.8, 1283)	(352.9, 33)	(360.1, 5)	(367.3, 8)	(374.5, 7)	(381.6, 7)	(388.9, 22)	(396.2, 10)	(403.3, 9)	(410.5, 1)	(417.8, 930)	(424.9, 22)	(432.1, 4)	(439.3, 4)	(446.5, 2)	(453.6, 7)	(460.9, 17)	(468.1, 5)	(475.4, 2)	(482.6, 7)	(489.9, 13)	(497.1, 6)	(504.3, 13)	(511.5, 2)	(518.9, 10)	(526.0, 17)	(533.3, 5)	(540.5, 3)	(547.8, 729)	(555.0, 11)	(562.4, 4)	(569.6, 0)	(576.9, 13)	(584.3, 7)	(591.8, 695)	(598.9, 19)	(606.5, 2)	(613.9, 9)	(621.1, 2)	(628.5, 3)	(636.0, 5)	(643.5, 1)	(650.8, 887)	(658.0, 8)	(665.3, 6)	(672.5, 2)	(680.0, 8)	(687.6, 2)	(695.3, 4)	(702.5, 2)	(709.9, 7)	(717.2, 3)	(724.9, 4)	(732.4, 1)	(740.0, 8)	(747.6, 1)	(755.2, 6)	(763.0, 5)	(770.8, 776)	(778.1, 2)	(785.6, 1)	(793.3, 4)	(801.0, 6)	(809.0, 7)	(816.4, 0)	(824.8, 668)	(832.6, 1)	(840.9, 3)	(849.0, 6)	(857.1, 1)	(865.4, 2)	(873.6, 0)	(882.1, 1)	(890.8, 773)	(899.9, 4)	(908.9, 2)	(917.4, 1)	(926.5, 0)	(935.6, 1)	(944.1, 1)	(953.6, 0)	(962.3, 0)	(971.8, 1058)	(981.0, 1)	(991.0, 2)	(1001.3, 1)	(1011.5, 1)	(1022.3, 2)	(1031.8, 483)	(1041.8, 373)	(1052.0, 0)	(1061.9, 3)	(1071.4, 0)	(1081.0, 6)	(1091.4, 0)	(1102.3, 2)	(1112.6, 1)	(1123.8, 559)	(1136.3, 2)	(1148.5, 1)	(1158.5, 0)	(1170.9, 0)	(1183.9, 2)	(1194.9, 2)	(1207.3, 0)	(1220.1, 1)	(1233.6, 0)	(1245.6, 0)	(1257.2, 2)	(1270.1, 0)	(1282.8, 320)	(1295.3, 1)	(1310.2, 0)	(1323.3, 0)	(1336.4, 1)	(1353.1, 0)	(1367.3, 0)	(1382.1, 1)	(1396.8, 216)	(1413.1, 0)	(1430.3, 1)	(1448.8, 206)	(1464.8, 166)	(1485.8, 155)	(1502.1, 0)	(1523.5, 0)	(1541.9, 0)	(1558.8, 179)	(1576.0, 1)	(1597.4, 1)	(1615.8, 185)	(1635.6, 0)	(1658.3, 1)	(1679.0, 0)	(1696.8, 177)	(1713.8, 161)	(1736.0, 0)	(1757.9, 0)	(1781.8, 1017)	(1803.8, 159)	(1827.2, 0)	(1849.8, 172)	(1869.9, 0)	(1896.0, 0)	(1918.8, 159)	(1943.1, 0)	(1965.8, 120)	(1996.1, 0)	(2021.3, 0)	(2050.8, 148)	(2079.8, 130)	(2115.8, 117)	(2142.2, 0)	(2172.8, 150)	(2204.0, 0)	(2236.9, 0)	(2266.3, 0)	(2301.8, 95)	(2338.1, 1)	(2370.8, 79)	(2410.8, 81)	(2445.9, 0)	(2488.8, 60)	(2528.8, 56)	(2562.2, 0)	(2603.9, 0)	(2636.6, 0)	(2671.1, 0)	(2716.8, 29)	(2760.8, 31)	(2799.8, 15)	(2839.8, 32)	(2884.8, 17)	(2930.1, 0)	(2966.8, 14)	(3011.8, 10)	(3051.8, 11)	(3095.8, 8)	(3136.4, 0)	(3181.8, 11)	(3226.8, 5)	(3271.9, 0)	(3309.8, 7)	(3353.8, 8)	(3402.8, 10)	(3449.8, 3)	(3496.2, 0)	(3540.9, 0)	(3591.8, 6)	(3633.8, 7)	(3685.2, 0)	(3734.8, 5)	(3783.8, 6)	(3830.8, 1)	(3880.8, 1)	(3928.8, 3)	(3979.8, 11)	(4027.8, 6)	(4079.8, 4)	(4136.8, 2)	(4190.8, 1)	(4240.8, 2)	(4293.8, 3)	(4344.8, 3)	(4403.8, 1)	(4460.8, 1)	(4518.0, 0)	(4571.8, 8)	(4627.8, 2)	(4683.9, 0)	(4740.8, 1)	(4797.8, 3)	(4855.8, 2)	(4911.8, 0)	(4968.8, 1)	(5029.9, 0)	(5085.8, 2)	(5145.8, 1)	(5200.8, 0)	(5253.8, 4)	(5308.8, 1)	(5365.8, 1)	(5423.8, 1)	(5481.8, 1)	(5541.8, 1)	(5602.8, 0)	(5663.8, 0)	(5721.8, 2)	(5780.8, 1)	(5841.8, 0)	(5900.8, 2)	(5961.8, 3)	(6022.9, 0)	(6082.8, 2)	(6147.8, 3)	(6210.8, 1)	(6271.8, 0)	(6333.8, 0)	(6395.8, 0)	(6455.8, 1)	(6512.8, 1)	(6576.8, 0)	(6641.8, 0)	(6704.8, 1)	(6765.8, 2)	(6825.8, 1)	(6885.8, 0)	(6949.8, 0)	(7010.8, 1)	(7072.8, 1)	(7132.8, 0)	(7196.8, 1)	(7258.8, 1)	(7317.8, 1)	(7383.8, 1)	(7446.8, 0)	(7509.8, 1)	(7574.8, 0)	(7638.8, 0)	(7700.8, 0)	(7763.8, 0)	(7827.8, 0)	(7892.8, 0)	(7954.8, 3)	(8017.8, 1)	(8079.8, 0)	(8139.8, 1)	(8202.8, 0)	(8265.8, 0)	(8330.8, 2)	(8390.8, 0)	(8454.8, 0)	(8520.8, 0)	(8584.8, 2)	(8648.8, 0)	(8715.8, 0)	(8776.8, 1)	(8840.8, 1)	(8907.8, 0)	(8971.8, 0)	(9038.8, 0)	(9103.8, 0)	(9171.8, 0)	(9237.8, 2)	(9305.8, 0)	(9370.8, 0)	(9433.8, 1)	(9499.8, 1)	(9563.8, 2)	(9628.8, 0)	(9694.8, 0)	(9760.8, 1)	(9824.8, 0)	(9886.8, 0)	(9952.8, 1)	(10016.9, 0)	(10085.9, 0)	(10152.9, 1)	(10221.9, 0)	(10287.9, 0)	(10356.9, 1)	(10425.9, 0)	(10495.9, 0)	(10561.9, 0)	(10627.9, 0)	(10698.9, 0)	(10768.9, 0)	(10837.9, 0)	(10908.9, 1)	(10979.9, 0)	(11050.9, 0)	(11120.9, 0)	(11190.9, 0)	(11265.9, 0)	(11332.9, 0)	(11408.9, 0)	(11480.9, 0)	(11551.9, 0)	(11621.9, 0)	(11691.9, 0)	(11765.9, 0)	(11838.9, 0)	(11909.9, 0)	(11983.9, 0)	(12056.9, 0)	(12143.9, 2)	(12221.9, 0)	(12294.9, 0)	(12365.9, 0)	(12435.9, 1)	(12511.9, 0)	(12587.9, 0)	(12662.9, 0)	(12738.9, 0)	(12815.9, 1)	(12885.9, 0)	(12955.9, 0)	(13024.9, 0)	(13096.9, 0)	(13173.9, 0)	(13245.9, 3)	(13321.9, 0)	(13394.9, 0)	(13473.9, 0)	(13546.9, 0)	(13634.9, 0)	(13711.9, 0)	(13790.9, 1)	(13872.9, 0)	(13958.9, 0)	(14044.9, 0)	(14130.9, 0)	(14207.9, 0)	(14284.9, 0)	(14370.9, 3)	(14449.9, 0)	(14531.9, 0)	(14619.9, 0)	(14714.9, 0)	(14819.9, 1)	(14910.9, 1)	(15010.9, 0)	(15108.9, 0)	(15194.9, 0)	(15283.9, 1)	(15372.9, 0)	(15463.9, 0)	(15569.9, 1)	(15677.9, 1)	(15757.9, 0)	(15861.9, 0)	(15963.9, 0)	(16058.9, 0)	(16160.9, 0)	(16255.9, 0)	(16357.9, 1)	(16469.9, 0)	(16584.9, 0)	(16689.9, 0)	(16788.9, 2)	(16922.9, 0)	(17023.9, 0)	(17140.9, 0)	(17274.9, 0)	(17404.9, 0)	(17526.9, 0)	(17658.9, 0)	(17790.9, 0)	(17925.9, 0)	(18060.9, 0)	(18214.9, 0)	(18352.9, 0)	(18490.9, 0)	(18628.9, 0)	(18760.9, 1)	(18913.9, 0)	(19061.9, 0)	(19206.9, 0)	(19358.9, 0)	(19465.9, 0)	(19573.9, 0)	(19722.9, 0)	(19866.9, 0)	(20013.9, 0)	(20153.9, 0)	(20307.9, 0)	(20457.9, 0)	(20631.9, 0)	(20795.9, 0)	(20954.9, 0)	(21127.9, 0)	(21313.9, 0)	(21479.9, 0)	(21691.9, 0)	(21872.9, 1)	(22093.9, 0)	(22273.9, 0)	(22474.9, 0)	(22712.9, 0)	(22921.9, 0)	(23141.9, 1)	(23313.9, 1)	(23540.9, 0)	(23759.9, 0)	(23993.9, 0)	(24236.9, 0)	(24490.9, 0)	(24745.9, 0)	(24998.9, 0)	(25213.9, 0)	(25523.9, 0)	(25810.9, 0)	(26102.9, 1)	(26326.9, 0)	(26563.9, 0)	(26793.9, 0)	(26968.9, 0)	(27207.9, 0)	(27490.9, 0)	(27814.9, 0)	(28084.9, 0)	(28334.9, 0)	(28568.9, 0)	(28889.9, 1)	(29154.9, 0)	(29412.9, 0)	(29710.9, 0)	(29994.9, 0)	(30221.9, 0)	(30503.9, 0)	(30787.9, 0)	(31112.9, 0)	(31550.9, 0)	(32011.9, 0)	(32338.9, 0)	(32670.9, 0)	(32956.9, 1)	(33232.9, 1)	(33515.9, 0)	(33851.9, 0)	(34165.9, 0)	(34531.9, 0)	(34974.9, 0)	(35264.9, 0)	(35592.9, 0)	(35911.9, 0)	(36300.9, 2)	(36793.9, 0)	(37193.9, 0)	(37600.9, 0)	(37951.9, 0)	(38366.9, 0)	(38775.9, 0)	(39153.9, 0)	(39629.9, 0)	(40043.9, 0)	(40563.9, 0)	(41016.9, 1)	(41561.9, 0)	(42113.9, 0)	(42829.9, 0)	(43487.9, 0)	(44048.9, 0)	(44563.9, 0)	(45223.9, 0)	(45967.9, 0)	(46756.9, 0)	(47442.9, 0)	(48338.9, 0)	(49237.9, 0)	(50074.9, 0)	(50947.9, 0)	(52266.9, 0)	(53312.9, 0)	(54437.9, 0)	(55315.9, 1)	(56387.9, 0)	(57295.9, 0)	(58300.9, 0)	(59718.9, 0)	(60972.9, 1)	(61838.9, 0)	(63359.9, 1)	(65016.9, 0)	(66237.9, 0)	(67729.9, 0)	(69689.9, 0)	(71867.9, 0)	(74565.9, 0)	(77054.9, 0)	(79726.9, 0)	(82359.9, 0)	(85700.9, 0)	(88770.9, 0)	(92088.9, 0)	(95697.9, 0)	(98777.9, 0)	(101989.9, 0)	(105109.9, 0)	(109019.9, 0)	(112989.9, 0)	(118149.9, 0)	(124219.9, 0)	(129929.9, 0)	(135279.9, 0)	(140819.9, 0)	(145139.9, 0)	(150889.9, 0)	(159699.9, 0)	(164199.9, 0)	(169329.9, 0)	(176199.9, 0)	(191179.9, 0)	(199589.9, 0)	(213979.9, 0)	(233079.9, 0)	(245429.9, 0)	(266679.9, 0)	(282949.9, 0)	(294189.9, 0)	(311469.9, 0)	(324189.9, 0)	(345919.9, 0)	(365159.9, 0)	(403089.9, 0)	(433129.9, 0)	(455439.9, 0)	(491599.9, 0)	(528809.9, 0)	(571459.9, 0)	(633959.9, 0)	(726009.9, 0)	(920969.9, 0)
