Sample	SNPClass	Sample	TgtRegionSize	TN	FN	TP	FP	Fscore	Sensitivity-Recall	Specificity	FDR	PPV	Precision	AltId	CmpFootprint	AllVarMeanDP	CovBin	Aligner	SNVCaller
ONT1_ANA0-HG001_DBC0_0-sent-sentdont-All	All	ONT1_ANA0-HG001_DBC0_0	2799325643.0	2795713988.0	13258.0	3598397.0	462585.0	0.9379818177244668	0.9963291067391542	0.9998345651685709	0.11390964057461964	0.8860903594253804	0.8860903594253804	HG001	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG001_DBC0_0-sent-sentdont-DEL_50	DEL_50	ONT1_ANA0-HG001_DBC0_0	2799325643.0	2799156513.0	4632.0	164498.0	44081.0	0.8710303434654723	0.9726127830662804	0.9999842522897092	0.21133958835740893	0.788660411642591	0.788660411642591	HG001	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG001_DBC0_0-sent-sentdont-DEL_gt50	DEL_gt50	ONT1_ANA0-HG001_DBC0_0	2799325643.0	2799325616.0	27.0	0.0	235.0		0.0	0.9999999160512164	1.0	0.0	0.0	HG001	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG001_DBC0_0-sent-sentdont-INS_50	INS_50	ONT1_ANA0-HG001_DBC0_0	2799325643.0	2799167171.0	4080.0	154392.0	33884.0	0.8905141486035968	0.9742541269120097	0.9999878951174517	0.17996983152393295	0.820030168476067	0.820030168476067	HG001	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG001_DBC0_0-sent-sentdont-INS_gt50	INS_gt50	ONT1_ANA0-HG001_DBC0_0	2799325643.0	2799325625.0	15.0	3.0	517.0	0.011152416356877325	0.16666666666666666	0.9999998153126953	0.9942307692307693	0.005769230769230749	0.0057692307692307696	HG001	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG001_DBC0_0-sent-sentdont-Indel_50	Indel_50	ONT1_ANA0-HG001_DBC0_0	2799325643.0	2799302555.0	529.0	22559.0	6230.0	0.869711047284924	0.9770876645876646	0.9999977744505953	0.21640209802355065	0.7835979019764494	0.7835979019764493	HG001	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG001_DBC0_0-sent-sentdont-Indel_gt50	Indel_gt50	ONT1_ANA0-HG001_DBC0_0	2799325643.0	2799324724.0	58.0	861.0	521.0	0.7483702737940027	0.9368879216539717	0.9999998138837204	0.37698986975397974	0.6230101302460203	0.6230101302460203	HG001	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG001_DBC0_0-sent-sentdont-SNPts	SNPts	ONT1_ANA0-HG001_DBC0_0	2799325643.0	2797106105.0	2503.0	2217035.0	229838.0	0.9502099150717757	0.9988722878364776	0.999917836825936	0.09393131560158618	0.9060686843984138	0.9060686843984138	HG001	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG001_DBC0_0-sent-sentdont-SNPtv	SNPtv	ONT1_ANA0-HG001_DBC0_0	2799325643.0	2798285180.0	1414.0	1039049.0	147279.0	0.9332254351665693	0.9986409896363446	0.9999473708934706	0.1241469475558193	0.8758530524441807	0.8758530524441807	HG001	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG002_DBC0_0-sent-sentdont-All	All	ONT1_ANA0-HG002_DBC0_0	2542242843.0	2538353563.0	90827.0	3798453.0	27137.0	0.9847095284820094	0.9766468343755143	0.9999893093262173	0.007093546354941329	0.9929064536450587	0.9929064536450587	HG002	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG002_DBC0_0-sent-sentdont-DEL_50	DEL_50	ONT1_ANA0-HG002_DBC0_0	2542242843.0	2542003118.0	35644.0	204081.0	14975.0	0.8896663113773239	0.8513129627698405	0.9999941090112453	0.06836151486377913	0.9316384851362208	0.9316384851362208	HG002	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG002_DBC0_0-sent-sentdont-DEL_gt50	DEL_gt50	ONT1_ANA0-HG002_DBC0_0	2542242843.0	2542242839.0	2.0	2.0	0.0	0.6666666666666666	0.5	1.0	0.0	1.0	1.0	HG002	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG002_DBC0_0-sent-sentdont-INS_50	INS_50	ONT1_ANA0-HG002_DBC0_0	2542242843.0	2542011027.0	43203.0	188613.0	4371.0	0.8880084745762712	0.8136323635987163	0.9999982804982206	0.022649546076358662	0.9773504539236413	0.9773504539236414	HG002	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG002_DBC0_0-sent-sentdont-INS_gt50	INS_gt50	ONT1_ANA0-HG002_DBC0_0	2542242843.0	2542242828.0	12.0	3.0	1.0	0.31578947368421056	0.2	0.9999999996066465	0.25	0.75	0.75	HG002	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG002_DBC0_0-sent-sentdont-Indel_50	Indel_50	ONT1_ANA0-HG002_DBC0_0	2542242843.0	2542189032.0	7871.0	45940.0	6128.0	0.8677830353516751	0.8537287915110293	0.9999975894848293	0.11769224859798724	0.8823077514020128	0.8823077514020128	HG002	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG002_DBC0_0-sent-sentdont-Indel_gt50	Indel_gt50	ONT1_ANA0-HG002_DBC0_0	2542242843.0	2542242327.0	22.0	494.0	2.0	0.9762845849802372	0.9573643410852714	0.999999999213293	0.004032258064516129	0.9959677419354839	0.9959677419354839	HG002	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG002_DBC0_0-sent-sentdont-SNPts	SNPts	ONT1_ANA0-HG002_DBC0_0	2542242843.0	2539963717.0	2338.0	2276788.0	971.0	0.9992738460593146	0.9989741681679731	0.9999996177112207	0.0004262961972710897	0.9995737038027289	0.9995737038027289	HG002	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG002_DBC0_0-sent-sentdont-SNPtv	SNPtv	ONT1_ANA0-HG002_DBC0_0	2542242843.0	2541158576.0	1735.0	1082532.0	689.0	0.998881654708123	0.9983998406296604	0.999999728863905	0.0006360659551467336	0.9993639340448532	0.9993639340448532	HG002	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG003_DBC0_0-sent-sentdont-All	All	ONT1_ANA0-HG003_DBC0_0	2799325643.0	2795652892.0	11443.0	3661308.0	360817.0	0.9516223523290043	0.9968843518114895	0.9998709530647727	0.08970805233551916	0.9102919476644808	0.9102919476644808	HG003	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG003_DBC0_0-sent-sentdont-DEL_50	DEL_50	ONT1_ANA0-HG003_DBC0_0	2799325643.0	2799151807.0	3469.0	170367.0	35952.0	0.8963028238481672	0.9800444096734854	0.9999871562742141	0.1742544312448199	0.8257455687551801	0.8257455687551801	HG003	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG003_DBC0_0-sent-sentdont-DEL_gt50	DEL_gt50	ONT1_ANA0-HG003_DBC0_0	2799325643.0	2799325554.0	69.0	20.0	118.0	0.1762114537444934	0.2247191011235955	0.9999999578469911	0.855072463768116	0.14492753623188404	0.14492753623188406	HG003	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG003_DBC0_0-sent-sentdont-INS_50	INS_50	ONT1_ANA0-HG003_DBC0_0	2799325643.0	2799164349.0	2881.0	158413.0	28390.0	0.9101658445778045	0.9821382072488747	0.9999898577902105	0.15197828728660676	0.8480217127133932	0.8480217127133932	HG003	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG003_DBC0_0-sent-sentdont-INS_gt50	INS_gt50	ONT1_ANA0-HG003_DBC0_0	2799325643.0	2799325547.0	58.0	38.0	367.0	0.15169660678642716	0.3958333333333333	0.9999998688970091	0.9061728395061729	0.09382716049382711	0.09382716049382717	HG003	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG003_DBC0_0-sent-sentdont-Indel_50	Indel_50	ONT1_ANA0-HG003_DBC0_0	2799325643.0	2799301801.0	394.0	23448.0	4624.0	0.9033401394614169	0.9834745407264491	0.9999983481622595	0.164719293245939	0.835280706754061	0.835280706754061	HG003	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG003_DBC0_0-sent-sentdont-Indel_gt50	Indel_gt50	ONT1_ANA0-HG003_DBC0_0	2799325643.0	2799324731.0	50.0	862.0	427.0	0.7832803271240345	0.9451754385964912	0.9999998474632363	0.3312645461598138	0.6687354538401862	0.6687354538401862	HG003	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG003_DBC0_0-sent-sentdont-SNPts	SNPts	ONT1_ANA0-HG003_DBC0_0	2799325643.0	2797071579.0	2605.0	2251459.0	176058.0	0.9618370375306975	0.998844309655804	0.9999370602739381	0.07252595965342364	0.9274740403465763	0.9274740403465763	HG003	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG003_DBC0_0-sent-sentdont-SNPtv	SNPtv	ONT1_ANA0-HG003_DBC0_0	2799325643.0	2798267025.0	1917.0	1056701.0	114881.0	0.9476289122051834	0.9981891484936021	0.9999589473474819	0.09805630335734075	0.9019436966426593	0.9019436966426593	HG003	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG004_DBC0_0-sent-sentdont-All	All	ONT1_ANA0-HG004_DBC0_0	2524487531.0	2520631617.0	102288.0	3753626.0	27691.0	0.9829808735653014	0.9734724374039463	0.9999890143821054	0.00732310991117645	0.9926768900888235	0.9926768900888235	HG004	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG004_DBC0_0-sent-sentdont-DEL_50	DEL_50	ONT1_ANA0-HG004_DBC0_0	2524487531.0	2524251305.0	40033.0	196193.0	15020.0	0.8769597643477658	0.8305309322428522	0.9999940497562197	0.07111304701888614	0.9288869529811139	0.9288869529811139	HG004	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG004_DBC0_0-sent-sentdont-DEL_gt50	DEL_gt50	ONT1_ANA0-HG004_DBC0_0	2524487531.0	2524487531.0	0.0	0.0	0.0			1.0				HG004	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG004_DBC0_0-sent-sentdont-INS_50	INS_50	ONT1_ANA0-HG004_DBC0_0	2524487531.0	2524260700.0	45230.0	181601.0	4728.0	0.879083163907445	0.8006004470288453	0.9999981269798542	0.025374472036022305	0.9746255279639777	0.9746255279639777	HG004	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG004_DBC0_0-sent-sentdont-INS_gt50	INS_gt50	ONT1_ANA0-HG004_DBC0_0	2524487531.0	2524487531.0	0.0	0.0	0.0			1.0				HG004	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG004_DBC0_0-sent-sentdont-Indel_50	Indel_50	ONT1_ANA0-HG004_DBC0_0	2524487531.0	2524440262.0	9297.0	37972.0	5038.0	0.841214457404269	0.8033171846241723	0.9999980043140566	0.11713554987212277	0.8828644501278773	0.8828644501278773	HG004	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG004_DBC0_0-sent-sentdont-Indel_gt50	Indel_gt50	ONT1_ANA0-HG004_DBC0_0	2524487531.0	2524487076.0	22.0	433.0	5.0	0.9697648376259798	0.9516483516483516	0.9999999980193996	0.01141552511415525	0.9885844748858448	0.9885844748858448	HG004	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG004_DBC0_0-sent-sentdont-SNPts	SNPts	ONT1_ANA0-HG004_DBC0_0	2524487531.0	2522220606.0	4776.0	2262149.0	1779.0	0.9985532525553135	0.997893181291838	0.9999992946696491	0.0007858023753405585	0.9992141976246595	0.9992141976246595	HG004	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG004_DBC0_0-sent-sentdont-SNPtv	SNPtv	ONT1_ANA0-HG004_DBC0_0	2524487531.0	2523409323.0	2930.0	1075278.0	1121.0	0.9981198427369816	0.9972825280465365	0.9999995557599428	0.0010414353785167024	0.9989585646214832	0.9989585646214832	HG004	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG005_DBC0_0-sent-sentdont-All	All	ONT1_ANA0-HG005_DBC0_0	2503728811.0	2500037611.0	45904.0	3645296.0	13652.0	0.9918973060134298	0.9875639358474209	0.9999945393119725	0.00373112708898842	0.9962688729110116	0.9962688729110116	HG005	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG005_DBC0_0-sent-sentdont-DEL_50	DEL_50	ONT1_ANA0-HG005_DBC0_0	2503728811.0	2503533562.0	17093.0	178156.0	6366.0	0.9382285640557073	0.9124553774923303	0.9999974572005308	0.034499951225328146	0.9655000487746719	0.9655000487746719	HG005	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG005_DBC0_0-sent-sentdont-DEL_gt50	DEL_gt50	ONT1_ANA0-HG005_DBC0_0	2503728811.0	2503728811.0	0.0	0.0	0.0			1.0				HG005	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG005_DBC0_0-sent-sentdont-INS_50	INS_50	ONT1_ANA0-HG005_DBC0_0	2503728811.0	2503539098.0	20478.0	169235.0	2418.0	0.9366404144274779	0.8920580034051435	0.9999990341682035	0.014086558347363576	0.9859134416526364	0.9859134416526364	HG005	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG005_DBC0_0-sent-sentdont-INS_gt50	INS_gt50	ONT1_ANA0-HG005_DBC0_0	2503728811.0	2503728811.0	0.0	0.0	2.0			0.9999999992011914	1.0	0.0	0.0	HG005	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG005_DBC0_0-sent-sentdont-Indel_50	Indel_50	ONT1_ANA0-HG005_DBC0_0	2503728811.0	2503697100.0	1958.0	29753.0	1337.0	0.9475326826005955	0.9382548642426918	0.9999994659900009	0.043004181408813125	0.9569958185911869	0.9569958185911869	HG005	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG005_DBC0_0-sent-sentdont-Indel_gt50	Indel_gt50	ONT1_ANA0-HG005_DBC0_0	2503728811.0	2503728445.0	26.0	340.0	4.0	0.9577464788732394	0.9289617486338798	0.9999999984023826	0.011627906976744186	0.9883720930232558	0.9883720930232558	HG005	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG005_DBC0_0-sent-sentdont-SNPts	SNPts	ONT1_ANA0-HG005_DBC0_0	2503728811.0	2501507331.0	4057.0	2217423.0	2095.0	0.9986147257891133	0.9981737400291697	0.9999991625056543	0.0009438986302431429	0.9990561013697569	0.9990561013697569	HG005	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG005_DBC0_0-sent-sentdont-SNPtv	SNPtv	ONT1_ANA0-HG005_DBC0_0	2503728811.0	2502676130.0	2292.0	1050389.0	1430.0	0.998231408885721	0.9978227022241306	0.9999994286119703	0.001359549504239798	0.9986404504957602	0.9986404504957602	HG005	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG006_DBC0_0-sent-sentdont-All	All	ONT1_ANA0-HG006_DBC0_0	2799325643.0	2795731084.0	13402.0	3581157.0	404982.0	0.9448093038398311	0.9962715871404532	0.9998551637007496	0.10159756094807532	0.8984024390519247	0.8984024390519246	HG006	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG006_DBC0_0-sent-sentdont-DEL_50	DEL_50	ONT1_ANA0-HG006_DBC0_0	2799325643.0	2799166552.0	4413.0	154678.0	48340.0	0.8543173464343609	0.9722611587079093	0.9999827308720962	0.2381069658847984	0.7618930341152016	0.7618930341152016	HG006	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG006_DBC0_0-sent-sentdont-DEL_gt50	DEL_gt50	ONT1_ANA0-HG006_DBC0_0	2799325643.0	2799325618.0	24.0	1.0	227.0	0.007905138339920948	0.04	0.9999999189090472	0.9956140350877193	0.004385964912280715	0.0043859649122807015	HG006	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG006_DBC0_0-sent-sentdont-INS_50	INS_50	ONT1_ANA0-HG006_DBC0_0	2799325643.0	2799172860.0	4024.0	148759.0	36727.0	0.8795307876275982	0.9736619911901193	0.999986879510498	0.19800416203918356	0.8019958379608164	0.8019958379608164	HG006	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG006_DBC0_0-sent-sentdont-INS_gt50	INS_gt50	ONT1_ANA0-HG006_DBC0_0	2799325643.0	2799325623.0	11.0	9.0	475.0	0.03571428571428572	0.45	0.9999998303163035	0.981404958677686	0.018595041322314043	0.01859504132231405	HG006	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG006_DBC0_0-sent-sentdont-Indel_50	Indel_50	ONT1_ANA0-HG006_DBC0_0	2799325643.0	2799306433.0	458.0	18752.0	8598.0	0.8054982817869416	0.9761582509109838	0.9999969285343362	0.3143692870201097	0.6856307129798903	0.6856307129798903	HG006	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG006_DBC0_0-sent-sentdont-Indel_gt50	Indel_gt50	ONT1_ANA0-HG006_DBC0_0	2799325643.0	2799324886.0	48.0	709.0	479.0	0.7290488431876605	0.9365918097754293	0.9999998288873434	0.4031986531986532	0.5968013468013468	0.5968013468013468	HG006	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG006_DBC0_0-sent-sentdont-SNPts	SNPts	ONT1_ANA0-HG006_DBC0_0	2799325643.0	2797104533.0	2868.0	2218242.0	188609.0	0.9586260558375493	0.9987087537312425	0.999932574460228	0.0783633885105476	0.9216366114894524	0.9216366114894524	HG006	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG006_DBC0_0-sent-sentdont-SNPtv	SNPtv	ONT1_ANA0-HG006_DBC0_0	2799325643.0	2798284080.0	1556.0	1040007.0	121527.0	0.9441318289662235	0.9985060913262088	0.9999565727714038	0.10462629591557372	0.8953737040844263	0.8953737040844263	HG006	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG007_DBC0_0-sent-sentdont-All	All	ONT1_ANA0-HG007_DBC0_0	2517124728.0	2513411170.0	69086.0	3644472.0	19793.0	0.9879532214313084	0.9813962781785016	0.9999921251069588	0.005401628976070235	0.9945983710239298	0.9945983710239298	HG007	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG007_DBC0_0-sent-sentdont-DEL_50	DEL_50	ONT1_ANA0-HG007_DBC0_0	2517124728.0	2516926600.0	26585.0	171543.0	9998.0	0.9036450171070063	0.8658190664620851	0.999996027710826	0.055072958725577145	0.9449270412744228	0.9449270412744228	HG007	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG007_DBC0_0-sent-sentdont-DEL_gt50	DEL_gt50	ONT1_ANA0-HG007_DBC0_0	2517124728.0	2517124727.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	HG007	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG007_DBC0_0-sent-sentdont-INS_50	INS_50	ONT1_ANA0-HG007_DBC0_0	2517124728.0	2516925715.0	31875.0	167138.0	3412.0	0.9045169565135037	0.8398345836704135	0.9999986443797867	0.02000586338317209	0.9799941366168279	0.9799941366168279	HG007	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG007_DBC0_0-sent-sentdont-INS_gt50	INS_gt50	ONT1_ANA0-HG007_DBC0_0	2517124728.0	2517124719.0	2.0	7.0	1.0	0.823529411764706	0.7777777777777778	0.9999999996027213	0.125	0.875	0.875	HG007	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG007_DBC0_0-sent-sentdont-Indel_50	Indel_50	ONT1_ANA0-HG007_DBC0_0	2517124728.0	2517091505.0	4499.0	28724.0	3158.0	0.8823899854081867	0.8645817656442826	0.9999987453789297	0.09905275704159086	0.9009472429584091	0.9009472429584091	HG007	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG007_DBC0_0-sent-sentdont-Indel_gt50	Indel_gt50	ONT1_ANA0-HG007_DBC0_0	2517124728.0	2517124343.0	12.0	373.0	3.0	0.9802890932982916	0.9688311688311688	0.9999999988081638	0.007978723404255319	0.9920212765957447	0.9920212765957447	HG007	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG007_DBC0_0-sent-sentdont-SNPts	SNPts	ONT1_ANA0-HG007_DBC0_0	2517124728.0	2514897372.0	3745.0	2223611.0	2047.0	0.9986993079294159	0.9983186342910608	0.9999991860509472	0.000919728008526018	0.999080271991474	0.999080271991474	HG007	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA0-HG007_DBC0_0-sent-sentdont-SNPtv	SNPtv	ONT1_ANA0-HG007_DBC0_0	2517124728.0	2516069285.0	2368.0	1053075.0	1174.0	0.998321081939923	0.99775639233952	0.9999995333993944	0.0011135889149527295	0.9988864110850473	0.9988864110850473	HG007	wgsHC	-1.0	-2.0	sent	sentdont
ONT1_ANA1-HG001_DBC0_0-sent-sentdont-All	All	ONT1_ANA1-HG001_DBC0_0	2799325643.0	2795713954.0	10750.0	3600939.0	461924.0	0.9384102159969728	0.9970235532461406	0.9998348015217374	0.11369421021580102	0.8863057897841989	0.8863057897841989	HG001	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA1-HG001_DBC0_0-sent-sentdont-DEL_50	DEL_50	ONT1_ANA1-HG001_DBC0_0	2799325643.0	2799156857.0	3882.0	164904.0	44075.0	0.8730507061268249	0.9770004621236359	0.9999842544350797	0.21090635901214955	0.7890936409878504	0.7890936409878505	HG001	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA1-HG001_DBC0_0-sent-sentdont-DEL_gt50	DEL_gt50	ONT1_ANA1-HG001_DBC0_0	2799325643.0	2799325616.0	27.0	0.0	214.0		0.0	0.999999923553022	1.0	0.0	0.0	HG001	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA1-HG001_DBC0_0-sent-sentdont-INS_50	INS_50	ONT1_ANA1-HG001_DBC0_0	2799325643.0	2799167372.0	3504.0	154767.0	33682.0	0.8927491924319335	0.977860757814129	0.9999879672808955	0.1787327075229903	0.8212672924770097	0.8212672924770097	HG001	ultima	-1.0	-2.0	sent	sentdont
ONT1_ANA1-HG001_DBC0_0-sent-sentdont-INS_gt50	INS_gt50	ONT1_ANA1-HG001_DBC0_0	2799325643.0	2799325625.0	15.0	3.0	500.0	0.011516314779270634	0.16666666666666666	0.9999998213855844	0.9940357852882704	0.005964214711729587	0.005964214711729622	HG001	ultima	-1.0	-2.0	sent	sentdont
